f002_ths002,f011_ths002,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
"昆药集团股份有限公司",1995-12-14,生物制药,中药,中成药,止血剂,,,,,,
"昆药集团股份有限公司",1995-12-14,生物制药,中药,中成药,蠲痹剂,,,,,,
"昆药集团股份有限公司",1995-12-14,生物制药,中药,中成药,清热剂,,,,,,
"昆药集团股份有限公司",1995-12-14,生物制药,中药,中成药,活血剂,,,,,,
"昆药集团股份有限公司",1995-12-14,生物制药,化学制药,化学制剂,抗寄生虫病药物,,,,,,
"昆药集团股份有限公司",1995-12-14,生物制药,化学制药,化学制剂,肌肉-骨骼药物,"抗痛风制剂 ",,,,,
"昆药集团股份有限公司",1995-12-14,生物制药,化学制药,化学制剂,肌肉-骨骼药物,"抗炎药和抗风湿药 ",,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,儿童用中成药,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,骨伤科用中成药,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,耳鼻喉科用中成药,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,化痰止咳平喘剂,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,补虚剂,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,固涩剂,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,祛湿剂,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,清热剂,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,解表剂,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,中药,中成药,活血剂,,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,化学制药,化学制剂,皮肤科药物,润肤剂及保护剂,,,,,
"浙江康恩贝制药股份有限公司",1993-01-09,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"三变科技股份有限公司",2001-12-29,物联网,传输层,通信传输设备,,,,,,,
"江苏天瑞仪器股份有限公司",2006-07-04,医疗器械,医用设备,放射治疗器械,,,,,,,
"深圳市力合微电子股份有限公司",2002-08-12,物联网,感知层,感知硬件,通信芯片,,,,,,
"上海剑桥科技股份有限公司",2006-03-14,物联网,传输层,通信传输设备,,,,,,,
"岳阳兴长石化股份有限公司",1990-02-14,化工新材料,合成树脂,通用塑料树脂,PP树脂,,,,,,
"深圳市英唐智能控制股份有限公司",2001-07-06,物联网,感知层,感知硬件,传感器,,,,,,
"辽宁科隆精细化工股份有限公司",2002-03-21,化工新材料,专用化学品,表面活性剂,非离子型表面活性剂,,,,,,
"辽宁科隆精细化工股份有限公司",2002-03-21,化工新材料,专用化学品,表面活性剂,阴离子表面活性剂,,,,,,
"辽宁科隆精细化工股份有限公司",2002-03-21,化工新材料,专用化学品,减水剂,,,,,,,
"辽宁科隆精细化工股份有限公司",2002-03-21,化工新材料,专用化学品,多晶硅切削液,,,,,,,
"辽宁科隆精细化工股份有限公司",2002-03-21,化工新材料,聚氨酯材料,聚醚,,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用诊察设备,血压计,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用诊察设备,血糖仪,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用诊察设备,血氧仪,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用诊察设备,测温计,体温计,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用诊察设备,听诊器,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,呼吸、麻醉剂及急救器械,医用雾化器,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,呼吸、麻醉剂及急救器械,呼吸机,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医学成像设备,X射线机,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用康复设备,制氧机,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用康复设备,轮椅,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,医用康复设备,矫形固定器械,颈椎腰椎牵引器,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,中医器械,,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用设备,基础医疗手术器械,,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用耗材,低值医用耗材,医用消毒材料,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用耗材,低值医用耗材,医用贴剂,,,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"江苏鱼跃医疗设备股份有限公司",1998-10-22,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"宁波双林汽车部件股份有限公司",2000-11-23,无人驾驶,感知模块,环境感知模块,激光雷达,,,,,,
"宁波双林汽车部件股份有限公司",2000-11-23,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"瑞芯微电子股份有限公司",2001-11-25,物联网,感知层,感知硬件,微控制器,,,,,,
"瑞芯微电子股份有限公司",2001-11-25,物联网,感知层,感知硬件,控制芯片,,,,,,
"瑞芯微电子股份有限公司",2001-11-25,人工智能,上游支撑,基础硬件,AI芯片,ASIC,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,集成电路模组,汽车级SOC,,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,集成电路模组,工业级SOC,,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,集成电路模组,消费级SOC,智能安全芯片,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,集成电路模组,消费级SOC,智能视频芯片,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,集成电路模组,消费级SOC,智能家居芯片,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,集成电路模组,消费级SOC,智能家电芯片,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,模拟电路,通信芯片,信道芯片,卫星信道解码芯片,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,模拟电路,通信芯片,无线通信芯片,WIFI通信芯片,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,模拟电路,电源管理芯片,电源管理集成模块,,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,数字电路,逻辑芯片,DSP,音频信号处理芯片,,,,
"瑞芯微电子股份有限公司",2001-11-25,集成电路,中游设计,数字电路,逻辑芯片,DSP,图像信号处理芯片(ISP),,,,
"惠州市华阳集团股份有限公司",1993-01-16,无人驾驶,车载终端,人机交互,抬头显示HUD,,,,,,
"惠州市华阳集团股份有限公司",1993-01-16,无人驾驶,执行模块,照明系统,,,,,,,
"惠州市华阳集团股份有限公司",1993-01-16,无人驾驶,感知模块,环境感知模块,摄像头,,,,,,
"新东方新材料股份有限公司",1994-12-18,石墨烯,下游应用,石墨烯粉体下游应用,电子油墨,,,,,,
"新东方新材料股份有限公司",1994-12-18,化工新材料,功能涂层材料,油墨,电子油墨,,,,,,
"新东方新材料股份有限公司",1994-12-18,化工新材料,功能涂层材料,油墨,水基喷印油墨,,,,,,
"虹软科技股份有限公司",2003-02-25,无人驾驶,决策处理模块,ADAS算法,,,,,,,
"虹软科技股份有限公司",2003-02-25,人工智能,下游集成服务,终端设备,智能手机,,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,医药中间体,,,,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学原料药,解热镇痛类原料药,,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学原料药,解热镇痛类原料药,,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,抗寄生虫病药物,,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,解毒类药物,,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,消化系统药物,"质子泵抑制剂 ",,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,内分泌系统药物,甾体激素,皮质激素,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,内分泌系统药物,糖尿病药物,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,皮肤科药物,其他皮肤病类药物,,,,,
"山东新华制药股份有限公司",1993-09-30,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"鲁西化工集团股份有限公司",1998-06-11,化工新材料,合成树脂,工程塑料树脂,PA6,,,,,,
"鲁西化工集团股份有限公司",1998-06-11,化工新材料,合成树脂,工程塑料树脂,PC树脂,,,,,,
"广州中海达卫星导航技术股份有限公司",2006-06-21,无人驾驶,感知模块,环境感知模块,激光雷达,,,,,,
"广州中海达卫星导航技术股份有限公司",2006-06-21,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"德尔未来科技控股集团股份有限公司",2004-12-02,石墨烯,下游应用,石墨烯薄膜下游应用,传感器,,,,,,
"德尔未来科技控股集团股份有限公司",2004-12-02,石墨烯,上游,石墨烯设备,CVD化学气相沉淀机,,,,,,
"德尔未来科技控股集团股份有限公司",2004-12-02,石墨烯,上游,石墨烯材料,石墨,,,,,,
"上海至正道化高分子材料股份有限公司",2004-12-27,化工新材料,其他化工新材料,电缆料,,,,,,,
"东旭光电科技股份有限公司",1992-12-26,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"东旭光电科技股份有限公司",1992-12-26,石墨烯,下游应用,石墨烯粉体下游应用,负极材料,,,,,,
"东旭光电科技股份有限公司",1992-12-26,石墨烯,石墨烯产品,石墨烯薄膜,,,,,,,
"东旭光电科技股份有限公司",1992-12-26,石墨烯,石墨烯产品,石墨烯粉体,,,,,,,
"东旭光电科技股份有限公司",1992-12-26,石墨烯,上游,石墨烯材料,石墨,,,,,,
"无锡威孚高科技集团股份有限公司",1988-10-22,无人驾驶,执行模块,驱动系统（轮毂电机）,,,,,,,
"大庆华科股份有限公司",1998-12-07,化工新材料,合成树脂,通用塑料树脂,PP树脂,,,,,,
"融钰集团股份有限公司",1998-11-06,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"苏州晶方半导体科技股份有限公司",2005-06-10,集成电路,下游封测,集成电路封装测试,,,,,,,
"深圳市飞荣达科技股份有限公司",1993-11-10,石墨烯,下游应用,石墨烯薄膜下游应用,导热石墨膜,,,,,,
"深圳市飞荣达科技股份有限公司",1993-11-10,物联网,感知层,感知硬件,接收天线,,,,,,
"北京思特奇信息技术股份有限公司",1995-12-25,物联网,感知层,感知软件,图像识别软件,,,,,,
"北京思特奇信息技术股份有限公司",1995-12-25,人工智能,下游集成服务,应用软件,生物特征识别软件,,,,,,
"北京思特奇信息技术股份有限公司",1995-12-25,人工智能,上游支撑,应用技术,生物识别,,,,,,
"北京思特奇信息技术股份有限公司",1995-12-25,大数据,数据应用,PaaS服务,,,,,,,
"北京思特奇信息技术股份有限公司",1995-12-25,大数据,数据应用,laaS服务,,,,,,,
"北京思特奇信息技术股份有限公司",1995-12-25,大数据,数据中心,数据中心系统设计服务,,,,,,,
"上海硅产业集团股份有限公司",2015-12-09,半导体材料,半导体晶圆制造材料,集成电路级单晶硅片,,,,,,,
"上海硅产业集团股份有限公司",2015-12-09,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,集成电路级单晶硅片,,,,,
"湖南南新制药股份有限公司",2006-12-27,生物制药,化学制药,化学制剂,心脑血管药物,"降血脂药物 ",,,,,
"湖南南新制药股份有限公司",2006-12-27,生物制药,化学制药,化学制剂,全身性感染药,抗病毒类药物,,,,,
"湖南南新制药股份有限公司",2006-12-27,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"浙江凯恩特种材料股份有限公司",1998-01-23,化工新材料,其他化工新材料,过滤纸,,,,,,,
"浙江凯恩特种材料股份有限公司",1998-01-23,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"红宝丽集团股份有限公司",1994-06-23,化工新材料,聚氨酯材料,聚醚,,,,,,,
"搜于特集团股份有限公司",2005-12-05,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"迪瑞医疗科技股份有限公司",1994-12-26,医疗器械,医用设备,临床检验器械,尿液分析设备,,,,,,
"迪瑞医疗科技股份有限公司",1994-12-26,医疗器械,医用设备,临床检验器械,生化分析设备,,,,,,
"迪瑞医疗科技股份有限公司",1994-12-26,医疗器械,医用设备,妇产科、辅助生殖器械,,,,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,呼吸系统药物,抗组织胺药物,,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,神经系统药物,"精神兴奋药 ",,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,泌尿系统药物,"良性前列腺肥大用药 ",,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,心脑血管药物,"降血脂药物 ",,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,内分泌系统药物,促性腺激素抑制药,,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,内分泌系统药物,糖尿病药物,,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,血液及造血系统药物,"抗血栓药物 ",,,,,
"江苏联环药业股份有限公司",2000-02-22,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"深圳市得润电子股份有限公司",1992-04-10,无人驾驶,车联网,车联网平台,,,,,,,
"任子行网络技术股份有限公司",2000-05-31,大数据,数据应用,SaaS服务,信息安全系统,,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学原料药,维生素原料药,,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学原料药,抗感染类原料药,抗生素原料药,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,妇科用药,,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,呼吸系统药物,"化痰止咳平喘药 ",,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,神经系统药物,镇痛药,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,神经系统药物,"精神安定药 ",,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,神经系统药物,"精神兴奋药 ",,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,心脑血管药物,"周围血管扩张药 ",,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,全身性感染药,抗病毒类药物,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"东北制药集团股份有限公司",1993-06-10,生物制药,生物制品,体外诊断试剂,,,,,,,
"兰州佛慈制药股份有限公司",1999-12-08,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"兰州佛慈制药股份有限公司",1999-12-08,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"兰州佛慈制药股份有限公司",1999-12-08,生物制药,中药,中成药,补虚剂,,,,,,
"兰州佛慈制药股份有限公司",1999-12-08,生物制药,中药,中成药,和解剂,,,,,,
"兰州佛慈制药股份有限公司",1999-12-08,生物制药,中药,中成药,温里剂,,,,,,
"兰州佛慈制药股份有限公司",1999-12-08,生物制药,中药,中成药,活血剂,,,,,,
"广东新宏泽包装股份有限公司",2006-03-22,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"湖南金博碳素股份有限公司",2005-06-06,化工新材料,合成纤维,碳纤维,,,,,,,
"万泽实业股份有限公司",1992-10-25,生物制药,生物制品,微生态制剂,,,,,,,
"武汉凡谷电子技术股份有限公司",1989-10-20,物联网,感知层,感知硬件,接收天线,,,,,,
"武汉凡谷电子技术股份有限公司",1989-10-20,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频双工器,,,,
"武汉凡谷电子技术股份有限公司",1989-10-20,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频滤波器,,,,
"高新兴科技集团股份有限公司",1997-11-14,物联网,应用层,系统集成,智能安防系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,物联网,应用层,系统集成,智慧政务系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,物联网,应用层,系统集成,智慧交通系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,物联网,应用层,终端设备,电子标签,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,人工智能,下游集成服务,系统集成,智慧政务系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,人工智能,下游集成服务,系统集成,智慧城市系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,人工智能,下游集成服务,系统集成,智慧交通系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,人工智能,下游集成服务,系统集成,智能安防系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,人工智能,下游集成服务,终端设备,电子标签,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,大数据,数据应用,SaaS服务,智慧城市系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"高新兴科技集团股份有限公司",1997-11-14,大数据,数据应用,SaaS服务,智能安防系统,,,,,,
"宏昌电子材料股份有限公司",1995-09-28,化工新材料,合成树脂,其他合成树脂,环氧树脂,,,,,,
"新天科技股份有限公司",2000-11-02,物联网,应用层,终端设备,智能表计,,,,,,
"新天科技股份有限公司",2000-11-02,物联网,应用层,终端设备,智能表计,,,,,,
"新天科技股份有限公司",2000-11-02,人工智能,下游集成服务,系统集成,智能家居系统,,,,,,
"新天科技股份有限公司",2000-11-02,大数据,数据应用,SaaS服务,智能家居系统,,,,,,
"惠州硕贝德无线科技股份有限公司",2004-02-17,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"惠州硕贝德无线科技股份有限公司",2004-02-17,物联网,感知层,感知硬件,接收天线,,,,,,
"宁波高发汽车控制系统股份有限公司",1999-01-20,无人驾驶,车联网,车载通信,车内连接,CAN、LIN、FlexRay、Most、Ethernet,,,,,
"深圳微芯生物科技股份有限公司",2001-03-21,生物制药,化学制药,化学制剂,抗肿瘤药物,小分子靶向药物,,,,,
"天津九安医疗电子股份有限公司",1995-08-22,医疗器械,医用设备,医用诊察设备,血压计,,,,,,
"天津九安医疗电子股份有限公司",1995-08-22,医疗器械,医用设备,医用诊察设备,血糖仪,,,,,,
"天津九安医疗电子股份有限公司",1995-08-22,医疗器械,医用设备,医用诊察设备,血氧仪,,,,,,
"天津九安医疗电子股份有限公司",1995-08-22,医疗器械,医用设备,医用诊察设备,测温计,体温计,,,,,
"四川雅化实业集团股份有限公司",2001-12-25,化工新材料,其他化工新材料,锂电池材料,氢氧化锂,,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,集成电路模组,汽车级SOC,,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,通信芯片,信道芯片,卫星信道解码芯片,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频前端模块,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频低噪声放大器,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频开关,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,信号链芯片,接口芯片,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,信号链芯片,放大器,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,电源管理芯片,电源管理集成模块,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,电源管理芯片,充电芯片,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,电源管理芯片,模拟开关,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,电源管理芯片,稳压芯片,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,电源管理芯片,音频驱动芯片,,,,,
"上海韦尔半导体股份有限公司",2007-05-15,集成电路,中游设计,模拟电路,电源管理芯片,显示驱动芯片,,,,,
"陕西康惠制药股份有限公司",2009-12-24,生物制药,中药,中成药,妇科用中成药,,,,,,
"陕西康惠制药股份有限公司",2009-12-24,生物制药,中药,中成药,补虚剂,,,,,,
"陕西康惠制药股份有限公司",2009-12-24,生物制药,中药,中成药,治风剂,,,,,,
"陕西康惠制药股份有限公司",2009-12-24,生物制药,中药,中成药,祛湿剂,,,,,,
"陕西康惠制药股份有限公司",2009-12-24,生物制药,中药,中成药,清热剂,,,,,,
"湖南九典制药股份有限公司",2001-01-19,生物制药,医药中间体,,,,,,,,
"湖南九典制药股份有限公司",2001-01-19,生物制药,药用辅料,,,,,,,,
"湖南九典制药股份有限公司",2001-01-19,生物制药,化学制药,化学原料药,消化系统类原料药,,,,,,
"湖南九典制药股份有限公司",2001-01-19,生物制药,化学制药,化学原料药,抗感染类原料药,抗生素原料药,,,,,
"湖南九典制药股份有限公司",2001-01-19,生物制药,生物制品,生物提取物,植物提取物,,,,,,
"万通智控科技股份有限公司",1993-12-25,物联网,感知层,感知硬件,传感器,,,,,,
"浙江九洲药业股份有限公司",1998-07-13,生物制药,医药中间体,,,,,,,,
"浙江九洲药业股份有限公司",1998-07-13,生物制药,化学制药,化学原料药,糖尿病药物原料药,,,,,,
"浙江九洲药业股份有限公司",1998-07-13,生物制药,化学制药,化学原料药,神经系统类原料药,,,,,,
"浙江九洲药业股份有限公司",1998-07-13,生物制药,化学制药,化学原料药,心脑血管类原料药,降血压药物原料药,,,,,
"重庆梅安森科技股份有限公司",2003-05-21,物联网,应用层,系统集成,工业互联网系统,,,,,,
"美康生物科技股份有限公司",2003-07-22,医疗器械,医用设备,临床检验器械,生化分析设备,,,,,,
"深圳市朗科智能电气股份有限公司",2001-11-20,物联网,感知层,感知硬件,智能控制器,,,,,,
"江苏苏利精细化工股份有限公司",1994-12-22,化工新材料,专用化学品,阻燃剂,,,,,,,
"安福县海能实业股份有限公司",2009-07-15,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用防护口罩,,,,
"苏州泽璟生物制药股份有限公司",2009-03-18,生物制药,化学制药,化学制剂,抗肿瘤药物,小分子靶向药物,,,,,
"苏州泽璟生物制药股份有限公司",2009-03-18,生物制药,生物制品,血液制品,凝血因子,凝血酶,重组人凝血酶,,,,
"丽珠医药集团股份有限公司",1985-01-26,生物制药,医药中间体,,,,,,,,
"丽珠医药集团股份有限公司",1985-01-26,生物制药,生物制品,基因工程药物,重组蛋白,生长因子,神经生长因子,注射用鼠神经生长因子,,,
"天津天药药业股份有限公司",1999-12-01,生物制药,化学制药,化学原料药,氨基酸类原料药,,,,,,
"天津天药药业股份有限公司",1999-12-01,生物制药,化学制药,化学原料药,甾体激素原料药,皮质激素原料药,,,,,
"天津天药药业股份有限公司",1999-12-01,生物制药,化学制药,化学制剂,内分泌系统药物,甾体激素,皮质激素,,,,
"北京华胜天成科技股份有限公司",1998-11-30,物联网,应用层,系统集成,智慧金融系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,物联网,应用层,系统集成,智慧政务系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,人工智能,下游集成服务,系统集成,云办公,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,人工智能,下游集成服务,系统集成,智慧政务系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,人工智能,下游集成服务,系统集成,智慧旅游系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,人工智能,下游集成服务,系统集成,智慧营销系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,人工智能,下游集成服务,系统集成,智慧金融系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,大数据,数据应用,SaaS服务,云办公,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,大数据,数据应用,SaaS服务,智慧旅游系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"北京华胜天成科技股份有限公司",1998-11-30,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"爱尔眼科医院集团股份有限公司",2003-01-24,医疗器械,医用设备,眼科器械,,,,,,,
"爱尔眼科医院集团股份有限公司",2003-01-24,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,眼科材料,人工角膜,,,,
"爱尔眼科医院集团股份有限公司",2003-01-24,医疗器械,医用耗材,高值医用耗材,其他高值医用耗材,眼科材料,人工晶状体,,,,
"北京金自天正智能控制股份有限公司",1999-12-28,人工智能,下游集成服务,系统集成,工业互联网系统,,,,,,
"北京金自天正智能控制股份有限公司",1999-12-28,人工智能,下游集成服务,终端设备,机器人,,,,,,
"北京金自天正智能控制股份有限公司",1999-12-28,人工智能,中游平台,开发平台,AI开发平台,,,,,,
"北京金自天正智能控制股份有限公司",1999-12-28,大数据,数据应用,SaaS服务,工业互联网系统,,,,,,
"深圳市远望谷信息技术股份有限公司",1999-12-21,物联网,应用层,系统集成,智慧城市系统,,,,,,
"深圳市远望谷信息技术股份有限公司",1999-12-21,物联网,应用层,终端设备,电子标签,,,,,,
"深圳市远望谷信息技术股份有限公司",1999-12-21,物联网,感知层,感知软件,生物特征识别软件,,,,,,
"深圳市远望谷信息技术股份有限公司",1999-12-21,人工智能,下游集成服务,终端设备,电子标签,,,,,,
"桂林三金药业股份有限公司",1994-02-23,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"桂林三金药业股份有限公司",1994-02-23,生物制药,中药,中成药,耳鼻喉科用中成药,,,,,,
"桂林三金药业股份有限公司",1994-02-23,生物制药,中药,中成药,补虚剂,,,,,,
