f002_ths002,f011_ths002,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,采血耗材,采血管,,,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,采血耗材,采血针,,,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,注输器械,非血管内输液器械,胰岛素泵,,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,注输器械,血管内输液器械,留置针,,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,注输器械,血管内输液器械,输液器,,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,注输器械,注射穿刺器械,注射器械,笔式注射器,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,注输器械,注射穿刺器械,注射器械,注射针,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,注输器械,注射穿刺器械,穿刺器械,穿刺器,,,
"上海康德莱企业发展集团股份有限公司",1998-07-01,医疗器械,医用耗材,低值医用耗材,注输器械,注射穿刺器械,穿刺器械,穿刺针,,,
"海南普利制药股份有限公司",1992-07-14,生物制药,化学制药,化学制剂,呼吸系统药物,抗组织胺药物,,,,,
"海南普利制药股份有限公司",1992-07-14,生物制药,化学制药,化学制剂,消化系统药物,"胃肠动力药 ",,,,,
"海南普利制药股份有限公司",1992-07-14,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"上海兰生股份有限公司",1982-08-07,生物制药,生物制品,基因工程药物,抗体制剂,单克隆抗体,注射用重组人Ⅱ型肿瘤坏死因子受体抗体融合蛋白,,,,
"上海兰生股份有限公司",1982-08-07,生物制药,生物制品,基因工程药物,重组蛋白,白介素,注射用重组人白介素-11,,,,
"比亚迪股份有限公司",1995-02-10,无人驾驶,应用服务,UBI保险,,,,,,,
"比亚迪股份有限公司",1995-02-10,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"众应互联科技股份有限公司",1993-04-02,人工智能,下游集成服务,系统集成,智慧传媒系统,,,,,,
"众应互联科技股份有限公司",1993-04-02,大数据,数据应用,SaaS服务,智慧传媒系统,,,,,,
"青岛酷特智能股份有限公司",2007-12-28,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"凤凰光学股份有限公司",1997-05-23,物联网,感知层,感知硬件,智能控制器,,,,,,
"江苏亨通光电股份有限公司",1993-06-05,物联网,感知层,感知硬件,传感器,,,,,,
"江苏亨通光电股份有限公司",1993-06-05,大数据,基础设施,基础硬件,设备,通信设备,光纤光缆,,,,
"北京久其软件股份有限公司",1999-08-16,大数据,数据应用,SaaS服务,智慧政务系统,,,,,,
"北京久其软件股份有限公司",1999-08-16,大数据,数据应用,SaaS服务,智慧旅游系统,,,,,,
"北京久其软件股份有限公司",1999-08-16,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"北京久其软件股份有限公司",1999-08-16,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"北京久其软件股份有限公司",1999-08-16,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"湘潭电化科技股份有限公司",2000-09-30,化工新材料,其他化工新材料,锂电池材料,锰酸锂正极材料,,,,,,
"湘潭电化科技股份有限公司",2000-09-30,化工新材料,其他化工新材料,锂电池材料,磷酸铁锂正极材料,,,,,,
"焦点科技股份有限公司",1996-01-09,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"深圳市兴森快捷电路科技股份有限公司",1999-03-18,半导体材料,半导体封装材料,封装基板,,,,,,,
"深圳市兴森快捷电路科技股份有限公司",1999-03-18,集成电路,上游材料设备,半导体材料,半导体封装材料,封装基板,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据应用,SaaS服务,智慧传媒系统,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据应用,SaaS服务,智慧交通系统,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据应用,SaaS服务,智慧金融系统,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据应用,SaaS服务,智慧教育系统,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据应用,SaaS服务,智慧医疗系统,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据中心,IDC增值服务,,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据中心,数据中心系统建设服务,,,,,,,
"荣联科技集团股份有限公司",2001-03-12,大数据,数据中心,数据中心系统设计服务,,,,,,,
"南兴装备股份有限公司",1996-05-03,大数据,数据中心,IDC基础平台服务,服务器托管业务,,,,,,
"富士康工业互联网股份有限公司",2015-03-06,物联网,传输层,通信传输设备,,,,,,,
"富士康工业互联网股份有限公司",2015-03-06,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"富士康工业互联网股份有限公司",2015-03-06,大数据,基础设施,基础硬件,设备,网络设备,网络交换设备,网关设备,,,
"富士康工业互联网股份有限公司",2015-03-06,大数据,基础设施,基础硬件,设备,网络设备,网络连接设备,网络交换机,,,
"富士康工业互联网股份有限公司",2015-03-06,大数据,基础设施,基础硬件,设备,网络设备,网络连接设备,路由器,,,
"富士康工业互联网股份有限公司",2015-03-06,大数据,基础设施,基础硬件,设备,IT设备,服务器,,,,
"上海君实生物医药科技股份有限公司",2012-12-27,生物制药,生物制品,基因工程药物,抗体制剂,单克隆抗体,特瑞普利单抗,,,,
"江苏卓胜微电子股份有限公司",2012-08-10,物联网,感知层,感知硬件,通信芯片,,,,,,
"江苏卓胜微电子股份有限公司",2012-08-10,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频低噪声放大器,,,,
"江苏卓胜微电子股份有限公司",2012-08-10,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频滤波器,,,,
"江苏卓胜微电子股份有限公司",2012-08-10,集成电路,中游设计,模拟电路,通信芯片,射频芯片,射频开关,,,,
"利欧集团股份有限公司",2001-05-21,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"利欧集团股份有限公司",2001-05-21,人工智能,下游集成服务,系统集成,智慧营销系统,,,,,,
"利欧集团股份有限公司",2001-05-21,大数据,数据应用,SaaS服务,智慧营销系统,,,,,,
"北京万泰生物药业股份有限公司",1991-04-24,医疗器械,医用设备,临床检验器械,血液学分析设备,,,,,,
"北京万泰生物药业股份有限公司",1991-04-24,医疗器械,医用设备,临床检验器械,免疫分析设备,,,,,,
"北京万泰生物药业股份有限公司",1991-04-24,医疗器械,医用设备,临床检验器械,分子诊断设备,,,,,,
"北京万泰生物药业股份有限公司",1991-04-24,生物制药,生物制品,疫苗,二类疫苗,戊肝疫苗,,,,,
"北京万泰生物药业股份有限公司",1991-04-24,生物制药,生物制品,疫苗,二类疫苗,HPV疫苗,2价HPV疫苗,,,,
"石药集团新诺威制药股份有限公司",2006-04-05,生物制药,化学制药,化学制剂,其他类化学制剂,营养补充剂,,,,,
"石药集团新诺威制药股份有限公司",2006-04-05,生物制药,化学制药,化学制剂,其他类化学制剂,酶类生化制剂,,,,,
"山东省药用玻璃股份有限公司",1993-11-08,医疗器械,医用耗材,低值医用耗材,医药包装耗材,药品包装材料,药用玻璃,,,,
"宁波水表(集团)股份有限公司",1958-01-01,物联网,应用层,终端设备,智能表计,,,,,,
"湖北回天新材料股份有限公司",1998-09-03,化工新材料,高性能膜材料,电池膜,太阳能电池背膜,,,,,,
"湖北回天新材料股份有限公司",1998-09-03,化工新材料,橡胶弹性体,硅橡胶,室温硫化硅橡胶,,,,,,
"湖北回天新材料股份有限公司",1998-09-03,化工新材料,橡胶弹性体,硅橡胶,高温硫化硅橡胶,,,,,,
"锦泓时装集团股份有限公司",2003-03-14,医疗器械,医用耗材,低值医用耗材,医用卫生材料及辅料,医用口罩,医用外科口罩,,,,
"美格智能技术股份有限公司",2007-04-05,物联网,感知层,感知硬件,无线通信集成模块,,,,,,
"人福医药集团股份公司",1993-03-30,医疗器械,医用耗材,低值医用耗材,避孕器械,避孕套,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,药用辅料,,,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,中药,中成药,妇科用中成药,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,中药,中成药,儿童用中成药,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,中药,中成药,补虚剂,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,中药,中成药,安神剂,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,中药,中成药,祛湿剂,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,中药,中成药,解表剂,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,中药,中成药,开窍剂,,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,化学制药,化学制剂,神经系统药物,脑代谢改善及促智药,,,,,
"人福医药集团股份公司",1993-03-30,生物制药,化学制药,化学制剂,神经系统药物,"麻醉剂 ",,,,,
"人福医药集团股份公司",1993-03-30,生物制药,化学制药,化学制剂,神经系统药物,"抗癫痫药 ",,,,,
"人福医药集团股份公司",1993-03-30,生物制药,化学制药,化学制剂,内分泌系统药物,甾体激素,性激素,,,,
"人福医药集团股份公司",1993-03-30,生物制药,生物制品,疫苗,二类疫苗,HPV疫苗,9价PHV疫苗,,,,
"烟台泰和新材料股份有限公司",1993-05-20,化工新材料,合成纤维,芳纶,,,,,,,
"广州杰赛科技股份有限公司",1994-11-19,大数据,数据应用,SaaS服务,智慧城市系统,,,,,,
"广州杰赛科技股份有限公司",1994-11-19,大数据,基础设施,基础软件,云操作系统,,,,,,
"上海汇得科技股份有限公司",2007-06-25,化工新材料,聚氨酯材料,聚酯多元醇,,,,,,,
"乐鑫信息科技(上海)股份有限公司",2008-04-29,物联网,感知层,感知硬件,通信芯片,,,,,,
"乐鑫信息科技(上海)股份有限公司",2008-04-29,集成电路,中游设计,模拟电路,通信芯片,无线通信芯片,WIFI通信芯片,,,,
"锦州神工半导体股份有限公司",2013-07-24,半导体材料,半导体晶圆制造材料,刻蚀材料,刻蚀用单晶硅片,,,,,,
"锦州神工半导体股份有限公司",2013-07-24,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,刻蚀材料,刻蚀用单晶硅片,,,,
"山东山大华特科技股份有限公司",1993-06-26,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
"山东山大华特科技股份有限公司",1993-06-26,生物制药,化学制药,化学制剂,内分泌系统药物,其它内分泌系统药物,,,,,
"山东山大华特科技股份有限公司",1993-06-26,生物制药,化学制药,化学制剂,内分泌系统药物,糖尿病药物,,,,,
"山东山大华特科技股份有限公司",1993-06-26,生物制药,化学制药,化学制剂,全身性感染药,抗细菌类药物,,,,,
"北京同仁堂股份有限公司",1997-06-18,生物制药,中药,中成药,蠲痹剂,,,,,,
"北京同仁堂股份有限公司",1997-06-18,生物制药,中药,中成药,安神剂,,,,,,
"北京同仁堂股份有限公司",1997-06-18,生物制药,中药,中成药,祛暑剂,,,,,,
"北京同仁堂股份有限公司",1997-06-18,生物制药,中药,中成药,表里双解剂,,,,,,
"北京同仁堂股份有限公司",1997-06-18,生物制药,中药,中成药,开窍剂,,,,,,
"中国巨石股份有限公司",1999-04-16,化工新材料,其他化工新材料,玻纤,,,,,,,
"广东太安堂药业股份有限公司",2000-03-25,生物制药,中药,中药材,,,,,,,
"广东太安堂药业股份有限公司",2000-03-25,生物制药,中药,中药饮片,,,,,,,
"广东太安堂药业股份有限公司",2000-03-25,生物制药,中药,中成药,儿童用中成药,,,,,,
"广东太安堂药业股份有限公司",2000-03-25,生物制药,中药,中成药,外科和皮肤科用中成药,,,,,,
"广东太安堂药业股份有限公司",2000-03-25,生物制药,中药,中成药,补虚剂,,,,,,
"广东太安堂药业股份有限公司",2000-03-25,生物制药,中药,中成药,安神剂,,,,,,
"广东太安堂药业股份有限公司",2000-03-25,生物制药,中药,中成药,活血剂,,,,,,
"上海金力泰化工股份有限公司",1993-12-30,化工新材料,功能涂层材料,涂料,电泳涂料,,,,,,
"常州强力电子新材料股份有限公司",1997-11-22,半导体材料,半导体晶圆制造材料,光刻材料,光刻胶,,,,,,
"常州强力电子新材料股份有限公司",1997-11-22,集成电路,上游材料设备,半导体材料,半导体晶圆制造材料,光刻材料,光刻胶,,,,
"常州强力电子新材料股份有限公司",1997-11-22,化工新材料,合成树脂,其他合成树脂,聚丙烯酸酯,,,,,,
"贵州省广播电视信息网络股份有限公司",2008-03-26,物联网,应用层,系统集成,智慧城市系统,,,,,,
"贵州省广播电视信息网络股份有限公司",2008-03-26,大数据,基础设施,网络服务,通信运营,,,,,,
"广东东阳光科技控股股份有限公司",1990-10-06,生物制药,化学制药,化学制剂,呼吸系统药物,抗组织胺药物,,,,,
"广东东阳光科技控股股份有限公司",1990-10-06,生物制药,化学制药,化学制剂,消化系统药物,"H2受体拮抗剂 ",,,,,
"广东东阳光科技控股股份有限公司",1990-10-06,生物制药,化学制药,化学制剂,消化系统药物,"质子泵抑制剂 ",,,,,
"广东东阳光科技控股股份有限公司",1990-10-06,生物制药,化学制药,化学制剂,肌肉-骨骼药物,"抗痛风制剂 ",,,,,
"广东东阳光科技控股股份有限公司",1990-10-06,生物制药,化学制药,化学制剂,心脑血管药物,降血压药物,,,,,
