"parent_company_name"	"company_name"	"estiblish_time"
"中国纸业投资有限公司"	"佛山华新发展有限公司"	"1993/5/27"
"贵阳市医药电商服务有限公司"	"贵阳市医药电商平价大药房有限公司"	"2017/5/24"
"天津市医药集团有限公司"	"天津金耀集团有限公司"	"2001/11/12"
"上海华虹宏力半导体制造有限公司"	"上海华杰芯片技术服务有限公司"	"2002/4/8"
"河南天一航天科技有限公司"	"辽宁天一新能源科技有限公司"	"2017/1/18"
"广东省广播电视网络股份有限公司"	"广东智慧广电物联网科技有限公司"	"2018/8/8"
"广州医药集团有限公司"	"广州白云山制药股份有限公司"	"1992/12/22"
"宜兴市三木化工实业公司"	"宜兴市三木化工实业公司"	"1992/11/19"
"潍坊星泰克微电子材料有限公司"	"邳州星图科技有限公司"	"2018/3/26"
"深圳市瑞立视多媒体科技有限公司"	"深圳市瑞立视智能科技有限公司"	"2005/1/19"
"吉化集团吉林市天龙催化剂有限公司"	"吉林市天龙化学催化剂有限公司"	"2019/4/24"
"渭南高新区木王科技有限公司"	"深圳市芯连通科技有限公司"	"2019/11/4"
"珠海昇生微电子有限责任公司"	"深圳市科萨微电子有限责任公司"	"2019/10/17"
"广东百川化工有限公司"	"广东尚雅百川贸易有限公司"	"2009/2/16"
"九次方大数据信息集团有限公司"	"丝绸之路大数据有限公司"	"2016/6/21"
"贵安新区亚玛顿光电材料有限公司"	"黔西南州义龙亚玛顿新能源有限公司"	"2017/5/27"
"贵州德良方药业股份有限公司"	"贵州德良方医药销售有限公司"	"2015/6/2"
"小米通讯技术有限公司"	"深圳小米信息技术有限公司"	"2019-09-29"
"浙江泰德新材料有限公司"	"浙江吉瑞通新材料有限公司"	"2017/2/28"
"汉中开创者科技有限公司"	"汉中华迅云科技有限公司"	"2019/5/6"
"济南华临化工有限公司"	"林西县中宇化工工贸有限公司"	"2004/4/23"
"深圳控石智能系统有限公司"	"深圳控石智能系统有限公司宝安分公司"	"2016/4/15"
"苏州星祥益精密制造有限公司"	"常熟星祥益精密制造有限公司"	"2019-03-28"
"先用网络服务股份有限公司"	"先声国际文化交流股份公司"	"2019/9/29"
"浙江锦华新材料股份有限公司"	"浙江华进科技有限公司"	"2010/4/2"
"国药控股安徽有限公司"	"合肥宜健药械服务有限责任公司"	"2017/10/12"
"兰州禾仁制药有限公司"	"兰州陇禾药业有限公司"	"2016/2/2"
"芜湖华德化工有限公司"	"芜湖华德化工有限公司"	"2004/4/16"
"合肥融捷能源材料有限公司"	"合肥融达能源材料有限公司"	"2018/11/27"
"上海穗杉实业股份有限公司"	"上海偲达弗材料科技有限公司"	"2011/3/29"
"重庆迈科唯医疗科技有限公司"	"上海科劳得医疗科技有限公司"	"2019-05-17"
"常州烯源纳米科技有限公司"	"江苏隆发碳材料科技有限公司"	"2017/8/16"
"河南九州通医药有限公司"	"南阳市普强医药有限公司"	"2000/1/25"
"长乐恒申合纤科技有限公司"	"河南神马锦纶科技有限公司"	"2018/1/19"
"常州富烯科技股份有限公司"	"淮安富鑫新材料有限公司"	"2019/5/28"
"成都市中医科技开发公司医药供销公司"	"成都市中医科技开发公司医药供销公司"	"1993/12/20"
"深圳鸿宇能源有限公司"	"湖北鸿宇复合碳纤维科技有限公司"	"2015/10/10"
"全椒县发强化工有限公司"	"全椒县发强化工有限公司"	"2000/11/30"
"国药控股广州有限公司"	"国药控股湛江有限公司"	"1985/2/8"
"应城市恒新化工有限公司"	"湖北恒新化工有限公司"	"2006/7/14"
"江门市阪桥电子材料有限公司"	"江西阪桥感光科技有限公司"	"2011/11/9"
"黑龙江鑫达企业集团有限公司"	"南充市鑫鑫高分子复合材料有限公司"	"2019/7/4"
"民生药业集团有限公司"	"民生集团河南医药有限公司"	"2005/2/2"
"贵州原石科技有限公司"	"贵州旷宇博捷医药科技股份有限公司"	"2018/2/2"
"江苏阳光集团有限公司"	"江苏阳光服饰有限公司"	"2000-03-01"
"紫光天府科技产业发展有限公司"	"成都紫光锦润置业有限公司"	"2018/7/9"
"富通集团有限公司"	"浙江富通科技集团有限公司"	"2002/7/16"
"浙江英特药业有限责任公司"	"杭州英特医药有限公司"	"2005/11/28"
"补天新材料技术有限公司"	"新泰补天新材料技术有限公司"	"2017/11/30"
"上海盛英科技发展有限公司"	"海安芯润集成电路科技有限公司"	"2019/1/17"
"上海兰卫医学检验所股份有限公司"	"襄阳兰卫医学检验实验室有限公司"	"2014/12/11"
"大平恒智能科技有限公司"	"辽宁智飞科技有限公司"	"2016/11/14"
"浙江鹏孚隆科技股份有限公司"	"浙江鹏孚隆新材料有限公司"	"2010/12/2"
"兰州塑料改性造粒加工厂"	"兰州塑料改性造粒加工厂"	"1989/10/26"
"共青城超群科技股份有限公司"	"共青城超群科技协同创新股份有限公司"	"2015/1/29"
"青海东台吉乃尔锂资源股份有限公司"	"青海锂业有限公司"	"1998/12/4"
"福建福宇智慧信息科技有限公司"	"江苏骆米教育科技有限公司"	"2015/8/20"
"江苏中酷嘉木科技有限公司"	"江苏卡为高科技产业管理有限公司"	"2016/9/5"
"北京东方石油化工有限公司"	"北京罗地亚东方化工有限公司"	"1997/8/18"
"湖北祥源新材科技股份有限公司"	"广德祥源新材科技有限公司"	"2017/10/10"
"陕西省大数据集团有限公司"	"郑州豫云信息科技有限公司"	"2019/7/31"
"包头盈德气体有限公司"	"鹤壁润盈智能化工科技有限公司"	"2015/12/9"
"贵州科开医药有限公司"	"贵州卓大医药有限责任公司"	"2002/2/7"
"深圳市纳瑞科技有限公司"	"西安纳瑞自动化科技有限公司"	"2013/3/6"
"宜宾小派智能科技有限公司"	"四川德派智造科技有限公司"	"2019/12/5"
"拓恒技术有限公司"	"南京拓恒物联科技有限公司"	"2018/6/7"
"北京化学工业集团有限责任公司"	"华腾冀春科技有限公司"	"2018/6/12"
"淮安经济技术开发区经济发展集团有限公司"	"淮安市康嘉实业有限公司"	"2003/11/10"
"深圳市仝智教育装备服务有限公司"	"江西仝智教育装备服务有限公司"	"2019/7/22"
"四川贡渣银行石墨烯科技有限公司"	"成都贡渣银行石墨烯国际贸易有限公司"	"2016/12/29"
"云康健康产业投资股份有限公司"	"合肥达安医学检验实验室有限公司"	"2009/1/4"
"湖南澳维环保科技有限公司"	"湖南澳维膜科技有限公司"	"2018/11/28"
"惠州比亚迪实业有限公司"	"广东比亚迪节能科技有限公司"	"2013/10/18"
"中物合集团有限公司"	"浙江圣地物联科技有限公司"	"2015/8/18"
"东莞先知大数据有限公司"	"深圳先知大数据有限公司"	"2017/11/13"
"深圳天元羲王材料科技有限公司"	"长沙天源羲王材料科技有限公司"	"2019/9/24"
"富通集团有限公司"	"富通住电海缆有限公司"	"2019/11/28"
"红三角集团股份有限公司"	"红牌集团股份有限公司"	"2010-08-13"
"上升公关服务股份有限公司"	"先声国际文化交流股份公司"	"2019/9/29"
"龙岗区平湖新南劲发制品厂"	"龙岗区平湖新南劲发制品厂"	"1994/5/11"
"昆明钢铁控股有限公司"	"昆明钢铁集团有限责任公司"	"1980/9/10"
"神州养生集团有限公司"	"海南长寿村养生集团有限公司"	"2018/5/21"
"聚合通信集团有限公司"	"聚合物联网有限公司"	"2019/7/26"
"胜国集团股份有限公司"	"天国生物科技股份有限公司"	"2017/2/14"
"亿利资源集团有限公司"	"亿利药业有限公司"	"2017/1/19"
"天津紫光云熙产业园有限公司"	"天津紫光云际产业园有限公司"	"2019/9/10"
"安徽超清科技股份有限公司"	"安徽超睿大数据运营有限公司"	"2017/11/16"
"深圳市万泽美浦森科技有限公司"	"惠州市万泽美浦森半导体有限公司"	"2016/12/29"
"陕西必康制药集团控股有限公司"	"南通必康新宗医疗服务发展有限公司"	"2016-01-29"
"浙江德尚智能科技有限公司"	"浙江德瑞机器人有限公司"	"2016/2/2"
"贵州省机场集团有限公司"	"贵州贵阳龙洞堡国际机场股份有限公司"	"2013/6/21"
"宕昌县医药公司"	"宕昌县医药公司"	"2002/11/8"
"中国信息通信科技集团有限公司"	"电信科学技术研究院有限公司"	"2001/1/20"
"浙江省出版印刷物资集团有限公司"	"浙江文源纸业有限公司"	"2001/12/24"
"九江天赐高新材料有限公司"	"九江天祺氟硅新材料科技有限公司"	"2015/4/14"
"深圳赛乐敏生物科技有限公司"	"海南赛乐敏生物科技有限公司"	"2014/2/8"
"烟台睿峰环保科技有限公司"	"莱芜维京新材料有限公司"	"2013/12/17"
"哈尔滨珍宝制药有限公司"	"安徽珍宝岛医药药材贸易有限公司"	"2013/7/15"
"杭州迪安医学检验中心有限公司"	"贵州迪安医学检验中心有限公司"	"2020/3/18"
"国网浙江省电力有限公司"	"国网浙江诸暨市供电有限公司"	"1998/4/23"
"陕西秦风气体股份有限公司"	"扬州秦风气体有限公司"	"2013/3/19"
"深圳市斯诺实业发展有限公司"	"内蒙古斯诺新材料科技有限公司"	"2016/3/30"
"内蒙古呼铁投资发展中心"	"内蒙古华信商贸有限责任公司"	"1992/4/23"
"深圳市豪斯特力科技有限公司"	"深圳豪斯企服信息技术有限公司"	"2019/7/23"
"华润医药商业集团有限公司"	"华润广东医药有限公司"	"1993-12-25"
"杭州迪安医学检验中心有限公司"	"泉州迪安医学检验所有限公司"	"2015/12/22"
"徐州博康信息化学品有限公司"	"江苏先进光刻材料研究院有限公司"	"2017/2/25"
"紫光天府科技产业发展有限公司"	"成都紫光盛福达科技服务有限公司"	"2018/7/9"
"恒大地产集团重庆有限公司"	"重庆坤茂置业有限公司"	"2010/11/15"
"上药控股广东有限公司"	"上药控股汕头有限公司"	"2000-11-13"
"广东瑞德智能科技股份有限公司"	"安徽瑞德智能科技有限公司"	"2013/9/2"
"西安蜂语信息科技有限公司"	"西安极蜂天下信息科技有限公司"	"2018/8/21"
"青岛腾元大数据产业发展有限公司"	"聊城腾元大数据有限公司"	"2020/3/26"
"深圳市金润能源材料有限公司"	"巴中市金泰能新材料有限公司"	"2019/10/11"
"上海恩捷新材料科技有限公司"	"江西省通瑞新能源科技发展有限公司"	"2017/4/7"
"陕西咸阳百姓乐大药房连锁有限公司"	"渭南百姓乐大药房连锁有限公司"	"2018/8/31"
"先声国际文化交流股份公司"	"先先股份有限公司"	"2019/12/20"
"四川佳宝科技有限公司"	"四川福石玄武岩科技有限公司"	"2018/9/6"
"浙江南洋科技有限公司"	"浙江南洋经中新材料有限公司"	"2012/12/6"
"钟祥纽维光电科技有限公司"	"钟祥中维电子科技有限公司"	"2017/5/11"
"杭州迪安医学检验中心有限公司"	"云南迪安医学检验所有限公司"	"2014/4/10"
"上海兰卫医学检验所股份有限公司"	"武汉兰卫医学检验实验室有限公司"	"2009/8/13"
"昆明侨宝树脂化工厂"	"昆明侨宝树脂化工厂"	"1998/12/3"
"河南天一航天科技有限公司"	"深圳天一新能源科技有限公司"	"2016/12/15"
"陕西关天大数据有限责任公司"	"宝鸡市视频大数据运营有限责任公司"	"2019/4/29"
"上海新兴血液制品研究所"	"上海克罗波血制品有限公司"	"1989/12/30"
"贵州华芯集成电路产业投资有限公司"	"贵州中安云网科技有限公司"	"2017/7/24"
"四川远大蜀阳药业有限责任公司"	"桂平市蜀阳单采血浆有限公司"	"2007/2/8"
"中国电子系统工程第二建设有限公司"	"江苏中电创新环境科技有限公司"	"2014/10/28"
"山西潞安太阳能科技有限责任公司"	"江西赛维LDK光伏硅科技有限公司"	"2007/7/12"
"河南天一航天科技有限公司"	"深圳天一航天科技有限公司"	"2016/12/19"
"深圳市美丽华科技股份有限公司"	"昆山美丽华油墨涂料有限公司"	"1995/12/26"
"上海泗联实业有限公司"	"上海泗联油墨有限公司"	"1995/6/1"
"华君置业集团有限公司"	"沈阳美美热力有限公司"	"2015/2/10"
"江苏省生物化学制药工业公司"	"苏州生物化学制药厂"	"1982/5/20"
"清芯光电有限公司"	"清芯光电有限公司深圳分公司"	"2007/5/31"
"山东易华录信息技术有限公司"	"青岛实录丰大数据产业发展有限公司"	"2018/10/23"
"湖南东映碳材料科技有限公司"	"湖南东映长联科技有限公司"	"2019/3/27"
"湖北晶星科技股份有限公司"	"湖北恒星电子材料有限公司"	"2019/8/1"
"九次方大数据信息集团有限公司"	"山西大数据产业发展有限公司"	"2018/3/8"
"江苏富比亚化学品有限公司"	"飞翔化工滨海有限公司"	"2004/10/19"
"江苏省生物化学制药工业公司"	"江苏省生物化学制药工业公司泰州经营部"	"1994/3/9"
"华润河南医药有限公司"	"华润南阳医药有限公司"	"2013-08-27"
"河南九州通国华医药物流有限公司"	"河南罗山九州通医药有限公司"	"2018/12/13"
"海南华盛新环保材料有限公司"	"海南华盛新材料科技有限公司"	"2017/12/12"
"常熟市城市经济发展有限公司"	"数聚汇科信息产业发展有限公司"	"2020/4/3"
"吉林敖东延边药业股份有限公司"	"吉林敖东世航药业股份有限公司"	"2012/6/7"
"广州白云山制药股份有限公司"	"广州白云山光华制药股份有限公司"	"1993/1/30"
"甘肃电气装备集团有限公司"	"甘肃电气装备集团智慧城市系统工程有限公司"	"2019/8/1"
"福建太古石化集团有限公司"	"福建中景石化有限公司"	"2010/7/21"
"渭南高新区木王科技有限公司"	"镇安芯丝路科技有限公司"	"2018/7/25"
"浙江瑞顺生物技术有限公司"	"浙江瑞加美生物科技有限公司"	"2018/10/18"
"贵州省药材有限责任公司"	"贵州省药业发展有限责任公司"	"2017/6/7"
"云南白药集团股份有限公司"	"云南省医药有限公司"	"2002/2/7"
"山东泰邦生物制品有限公司"	"西安回天血液制品有限责任公司"	"1996/10/17"
"广东双林生物制药有限公司"	"和顺县双林生物单采血浆有限公司"	"2012/2/10"
"南京紫光存储科技控股有限公司"	"南京紫光存储科技有限公司"	"2017/11/13"
"盐城盈德气体有限公司"	"盐城盈达气体有限公司"	"2014/5/9"
"上海华信国际集团有限公司"	"上海华信国际集团供应链管理有限公司"	"2012/1/20"
"晶科能源有限公司"	"晶科进出口有限公司"	"2009/12/24"
"海南中和药业股份有限公司"	"四川沣润药业有限公司"	"2015/8/4"
"晶科能源有限公司"	"上饶市晶科能源科技有限公司"	"2020/4/17"
"广东飞亚控股集团有限公司"	"深圳市爱上网技术开发有限公司"	"2017/2/23"
"毕节市德溪建设开发投资有限公司"	"毕节市普惠医疗设备投资有限公司"	"2020-04-10"
"珠海欧比特宇航科技股份有限公司"	"河南省时空大数据产业技术研究院有限公司"	"2017/12/13"
"上海泗联实业有限公司"	"上海泗联油墨销售有限公司"	"1999/6/24"
"沈阳医药商业实业公司"	"沈阳医药商业实业公司"	"1992/7/23"
"贵阳块数据城市建设有限公司"	"中电科大数据研究院有限公司"	"2016/9/28"
"深圳极视角科技有限公司"	"珠海极视角科技有限公司"	"2016/1/19"
"邵阳化工总厂"	"邵阳市方华化工有限公司"	"2000/5/11"
"深圳中科星桥空天数据科技有限公司"	"延边中科星桥科技有限公司"	"2019/9/23"
"国药集团广东省医疗器械有限公司"	"国药集团珠海医疗器械有限公司"	"2016-09-05"
"杭州迪安医学检验中心有限公司"	"深圳迪安医学检验实验室"	"2018/11/22"
