"机构名称(中文)"	"机构ID"	"ID"	"years"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500048154"	"2019"
"科大智能科技股份有限公司"	"T000044371"	"QKV20192019081500140446"	"2019"
"浙江哈尔斯真空器皿股份有限公司"	"T000028636"	"QKV20192019081500224795"	"2019"
"江苏省广电有线信息网络股份有限公司"	"T000062808"	"QKV20192019081500340246"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019083000000690"	"2019"
"唐山三友化工股份有限公司"	"03130405"	"QKV20192019083000015732"	"2019"
"长城汽车股份有限公司"	"00076247"	"QKV20192019083000018544"	"2019"
"濮阳惠成电子材料股份有限公司"	"T000072109"	"QKV20192019083000026954"	"2019"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019083000027030"	"2019"
"苏交科集团股份有限公司"	"T000051240"	"QKV20192019083000048634"	"2019"
"南京康尼机电股份有限公司"	"T000058636"	"QKV20192019083000053359"	"2019"
"广州市广百股份有限公司"	"03134181"	"QKV20192019083000066637"	"2019"
"宝泰隆新材料股份有限公司"	"T000034774"	"QKV20192019091600039906"	"2019"
"烟台龙源电力技术股份有限公司"	"T000027158"	"QKV20192019091600121692"	"2019"
"马应龙药业集团股份有限公司"	"03130716"	"QKV20192019091600142364"	"2019"
"广州发展集团股份有限公司"	"02600098"	"QKV20192019092600057181"	"2019"
"国电南瑞科技股份有限公司"	"03130492"	"QKV20192019101700009511"	"2019"
"深圳文科园林股份有限公司"	"T000062807"	"QKV20192019101700015431"	"2019"
"浙江今飞凯达轮毂股份有限公司"	"T000239707"	"QKV20192019101700026397"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019101700026426"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019101700028054"	"2019"
"国电南瑞科技股份有限公司"	"03130492"	"QKV20192019101700034985"	"2019"
"三维通信股份有限公司"	"03133283"	"QKV20192019101700038452"	"2019"
"春秋航空股份有限公司"	"T000052756"	"QKV20192019101700141829"	"2019"
"荣科科技股份有限公司"	"T000055759"	"QKV20192019110700007841"	"2019"
"航天科技控股集团股份有限公司"	"01000901"	"QKV20192019110700009491"	"2019"
"贵州省交通规划勘察设计研究院股份有限公司"	"T000281791"	"QKV20192019110700020608"	"2019"
"河北先河环保科技股份有限公司"	"T000028873"	"QKV20192019110700021906"	"2019"
"多氟多化工股份有限公司"	"T000026581"	"QKV20192019110700028425"	"2019"
"浙江盛洋科技股份有限公司"	"T000058203"	"QKV20192019110700031692"	"2019"
"海越能源集团股份有限公司"	"03130606"	"QKV20192019110700127331"	"2019"
"湖北省广播电视信息网络股份有限公司"	"01000665"	"QKV20192019110700146453"	"2019"
"多氟多化工股份有限公司"	"T000026581"	"QKV20192019111900008273"	"2019"
"庞大汽贸集团股份有限公司"	"T000034782"	"QKV20192019111900009525"	"2019"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKV20192019111900016823"	"2019"
"山东新华医疗器械股份有限公司"	"03130186"	"QKV20192019111900019919"	"2019"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKV20192019111900020685"	"2019"
"天士力医药集团股份有限公司"	"03130164"	"QKV20192019111900039500"	"2019"
"广州万孚生物技术股份有限公司"	"T000117220"	"QKV20192019111900079737"	"2019"
"崇达技术股份有限公司"	"T000045313"	"QKV20192019111900083974"	"2019"
"读者出版传媒股份有限公司"	"T000122696"	"QKV20192019111900139141"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019111900146835"	"2019"
"郑州宇通客车股份有限公司"	"02600066"	"QKV20192019121200010172"	"2019"
"平安银行股份有限公司"	"01000001"	"QKV20192019121200028289"	"2019"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKV20192019121200034017"	"2019"
"山西顾得医药股份有限公司"	"T003797552"	"QKV20192019121200040394"	"2019"
"深圳达实智能股份有限公司"	"T000026683"	"QKV20192019121200119154"	"2019"
"河南平高电气股份有限公司"	"03129974"	"QKV20192019121200123981"	"2019"
"浙江力诺流体控制科技股份有限公司"	"T000155563"	"QKV20192019121200193809"	"2019"
"澳柯玛股份有限公司"	"03129945"	"QKV20192019121200194101"	"2019"
"浙江新和成股份有限公司"	"03130754"	"QKV20192019121200255387"	"2019"
"长春燃气股份有限公司"	"02600333"	"QKV20192019121200294972"	"2019"
"中国葛洲坝集团股份有限公司"	"02600068"	"QKV20192019122500003316"	"2019"
"永高股份有限公司"	"T000052820"	"QKV20192019122500006297"	"2019"
"江苏常熟农村商业银行股份有限公司"	"00089807"	"QKV20192020010700006642"	"2019"
"深圳市赛为智能股份有限公司"	"T000026212"	"QKV20192020010700007514"	"2019"
"中国科技出版传媒股份有限公司"	"T000062927"	"QKV20192020010700024779"	"2019"
"滨化集团股份有限公司"	"T000026767"	"QKV20192020010700039289"	"2019"
"秦皇岛港股份有限公司"	"T000058866"	"QKV20192020042800034264"	"2019"
"广西博世科环保科技股份有限公司"	"T000059619"	"QKV20192020042800035335"	"2019"
"福建永福电力设计股份有限公司"	"T000365126"	"QKV20192020042800036133"	"2019"
"潍柴重机股份有限公司"	"01000880"	"QKV20192020042800046645"	"2019"
"国电南瑞科技股份有限公司"	"03130492"	"QKV20192020042800049379"	"2019"
"四川明星电力股份有限公司"	"02600101"	"QKV20192020042800053803"	"2019"
"中材科技股份有限公司"	"03132176"	"QKV20192020042800056235"	"2019"
"四川明星电力股份有限公司"	"02600101"	"QKV20192020042800064499"	"2019"
"中国东方航空股份有限公司"	"02600115"	"QKV20192020042800084744"	"2019"
"华泰证券股份有限公司"	"00049648"	"QKV20192020042800084953"	"2019"
"西部矿业股份有限公司"	"03133789"	"QKV20192020042800155450"	"2019"
"上海宝信软件股份有限公司"	"02600845"	"QKV20192020042800247517"	"2019"
"陕西烽火电子股份有限公司"	"01000561"	"QKV20192020042800350358"	"2019"
"浙江泰林生物技术股份有限公司"	"T000248870"	"QKV20192020042800412720"	"2019"
"上海建工集团股份有限公司"	"02600170"	"QKV20192020042800505736"	"2019"
"武汉华中数控股份有限公司"	"T000032777"	"QKV20192020042800510939"	"2019"
"同方股份有限公司"	"02600100"	"QKV20192020042800558336"	"2019"
"长城汽车股份有限公司"	"00076247"	"QKV20192020042800578875"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKV20192020042800615859"	"2019"
"中兴通讯股份有限公司"	"01000063"	"QKV20192020042800618516"	"2019"
"江苏蓝丰生物化工股份有限公司"	"T000029033"	"QKV20192020042800688737"	"2019"
"上海新时达电气股份有限公司"	"T000028130"	"QKV20192020060400178775"	"2019"
"海洋石油工程股份有限公司"	"03130085"	"QKV20192020060400204010"	"2019"
"江苏今世缘酒业股份有限公司"	"T000054002"	"QKV20192020070300009576"	"2019"
"江苏省广电有线信息网络股份有限公司"	"T000062808"	"QKV20192020072700095758"	"2019"
"东软集团股份有限公司"	"02600718"	"QKV20202020042800573322"	"2020"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKV20202020042800729146"	"2020"
"高新兴科技集团股份有限公司"	"T000026751"	"QKV20202020051100112027"	"2020"
"武汉理工光科股份有限公司"	"T000110802"	"QKV20202020051100224630"	"2020"
"中兴通讯股份有限公司"	"01000063"	"QKV20202020052500098224"	"2020"
"浙江大华技术股份有限公司"	"03134713"	"QKV20202020052500117384"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKV20202020060400111624"	"2020"
"成都苑东生物制药股份有限公司"	"T000285546"	"QKV20202020061900087259"	"2020"
"杭州鸿泉物联网技术股份有限公司"	"Q003E8690A"	"QKV20202020061900102423"	"2020"
"山东南山铝业股份有限公司"	"02600219"	"QKW20192019012200045175"	"2019"
"黑龙江北大荒农业股份有限公司"	"03130093"	"QKW20192019050600015675"	"2019"
"秦皇岛港股份有限公司"	"T000058866"	"QKW20192019050700018260"	"2019"
"冀中能源股份有限公司"	"01000937"	"QKW20192019051400055548"	"2019"
"安徽国祯环保节能科技股份有限公司"	"00000249"	"QKW20192019052100012644"	"2019"
"广州广电运通金融电子股份有限公司"	"03133864"	"QKW20192019052100054370"	"2019"
"郑州银行股份有限公司"	"T000027020"	"QKW20192019052100065062"	"2019"
"海洋石油工程股份有限公司"	"03130085"	"QKW20192019052100090472"	"2019"
"重庆三峰环境集团股份有限公司"	"T000129096"	"QKW20192019052100096141"	"2019"
"许继电气股份有限公司"	"01000400"	"QKW20192019052900026277"	"2019"
"深圳能源集团股份有限公司"	"01000027"	"QKW20192019061100183507"	"2019"
"上海浦东发展银行股份有限公司"	"02600000"	"QKW20192019061100192547"	"2019"
"贵州茅台酒股份有限公司"	"03130028"	"QKW20192019061100204315"	"2019"
"郑州银行股份有限公司"	"T000027020"	"QKW20192019062500017664"	"2019"
"江苏银行股份有限公司"	"03142469"	"QKW20192019062500017666"	"2019"
"新华网股份有限公司"	"T000035461"	"QKW20192019070200070294"	"2019"
"北京易华录信息技术股份有限公司"	"T000042989"	"QKW20192019071000022901"	"2019"
"中贝通信集团股份有限公司"	"T004581661"	"QKW20192019071000023990"	"2019"
"招商局港口集团股份有限公司"	"01000022"	"QKW20192019071000031799"	"2019"
"苏州科达科技股份有限公司"	"T000124546"	"QKW20192019071000062616"	"2019"
"浙江五洲新春集团股份有限公司"	"T000147981"	"QKW20192019071600052097"	"2019"
"广东水电二局股份有限公司"	"03131941"	"QKW20192019072300053539"	"2019"
"中航飞机股份有限公司"	"01000768"	"QKW20192019080600029467"	"2019"
"长虹华意压缩机股份有限公司"	"01000404"	"QKW20192019080600089048"	"2019"
"甘肃电投能源发展股份有限公司"	"01000791"	"QKW20192019082200006337"	"2019"
"南京钢铁股份有限公司"	"02600282"	"QKW20192019082200013645"	"2019"
"江苏银行股份有限公司"	"03142469"	"QKW20192019082200065908"	"2019"
"万向钱潮股份有限公司"	"01000559"	"QKW20192019082800041305"	"2019"
"东软集团股份有限公司"	"02600718"	"QKW20192019090400000278"	"2019"
"用友网络科技股份有限公司"	"03129998"	"QKW20192019090400037593"	"2019"
"中国海诚工程科技股份有限公司"	"03133296"	"QKW20192019090400044736"	"2019"
"贵州省广播电视信息网络股份有限公司"	"T000122551"	"QKW20192019090400057298"	"2019"
"浙江锦盛新材料股份有限公司"	"T000078725"	"QKW20192019090400059295"	"2019"
"冀中能源股份有限公司"	"01000937"	"QKW20192019091100017119"	"2019"
"鞍山七彩化学股份有限公司"	"T000057331"	"QKW20192019091100017924"	"2019"
"珠海世纪鼎利科技股份有限公司"	"T000026211"	"QKW20192019091100027060"	"2019"
"巨轮智能装备股份有限公司"	"03130820"	"QKW20192019091100050828"	"2019"
"浙江伟明环保股份有限公司"	"T000054043"	"QKW20192019092400048749"	"2019"
"国电南京自动化股份有限公司"	"02600268"	"QKW20192019101600008742"	"2019"
"贵州省交通规划勘察设计研究院股份有限公司"	"T000281791"	"QKW20192019101600020682"	"2019"
"江苏哈工智能机器人股份有限公司"	"01000584"	"QKW20192019101600036358"	"2019"
"洛阳北方玻璃技术股份有限公司"	"T000027218"	"QKW20192019101600050568"	"2019"
"青海盐湖工业股份有限公司"	"01000792"	"QKW20192019101600060327"	"2019"
"恒锋信息科技股份有限公司"	"T000242214"	"QKW20192019101600071252"	"2019"
"天津凯发电气股份有限公司"	"T000058785"	"QKW20192019101600071684"	"2019"
"安徽中环环保科技股份有限公司"	"T000202655"	"QKW20192019102200042780"	"2019"
"中国建设银行股份有限公司"	"03134029"	"QKW20192019110700024361"	"2019"
"广西博世科环保科技股份有限公司"	"T000059619"	"QKW20192019110700029061"	"2019"
"青岛港国际股份有限公司"	"T000148730"	"QKW20192019110700030810"	"2019"
"江苏聚杰微纤科技集团股份有限公司"	"T004845999"	"QKW20192019110700062128"	"2019"
"中原证券股份有限公司"	"00084403"	"QKW20192019111500035708"	"2019"
"深圳市铁汉生态环境股份有限公司"	"T000034336"	"QKW20192019112600037820"	"2019"
"国家电投集团远达环保股份有限公司"	"02600292"	"QKW20192019112600043433"	"2019"
"紫金矿业集团股份有限公司"	"03134633"	"QKW20192019121000012729"	"2019"
"长虹美菱股份有限公司"	"01000521"	"QKW20192019121700040350"	"2019"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKW20192019121700051879"	"2019"
"浙报数字文化集团股份有限公司"	"02600633"	"QKW20192019121700056810"	"2019"
"华润三九医药股份有限公司"	"01000999"	"QKW20192020010700005075"	"2019"
"华电国际电力股份有限公司"	"03130981"	"QKW20192020010700054245"	"2019"
"科沃斯机器人股份有限公司"	"T000377060"	"QKW20192020010700080480"	"2019"
"安徽金禾实业股份有限公司"	"T000045325"	"QKW20192020011400071221"	"2019"
"天津海泰科技发展股份有限公司"	"02600082"	"QKW20192020011400077334"	"2019"
"浪潮电子信息产业股份有限公司"	"01000977"	"QKW20202020040100005765"	"2020"
"深圳市长盈精密技术股份有限公司"	"T000028113"	"QKW20202020040100054489"	"2020"
"上海康达化工新材料集团股份有限公司"	"T000038230"	"QKW20202020041500011802"	"2020"
"浙江大华技术股份有限公司"	"03134713"	"QKW20202020042300067988"	"2020"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKW20202020042300080283"	"2020"
"中国卫通集团股份有限公司"	"T002941342"	"QKW20202020042300106702"	"2020"
"浙江大华技术股份有限公司"	"03134713"	"QKW20202020051300010700"	"2020"
"广联达科技股份有限公司"	"T000026577"	"QKW20202020060200000084"	"2020"
"上海仁会生物制药股份有限公司"	"T000155486"	"QKW20202020061600053356"	"2020"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKW20202020061600058304"	"2020"
"山东新华医疗器械股份有限公司"	"03130186"	"QKW20202020061600071417"	"2020"
"河南神火煤电股份有限公司"	"01000933"	"QKW20202020070100006905"	"2020"
"同方股份有限公司"	"02600100"	"QKW20202020071600036068"	"2020"
"上海延华智能科技(集团)股份有限公司"	"03134126"	"QKW20202020071600036069"	"2020"
"湖北益健堂科技股份有限公司"	"T000681744"	"QKW20202020071600089188"	"2020"
"贵州省广播电视信息网络股份有限公司"	"T000122551"	"QKW20202020081100038464"	"2020"
"广西广播电视信息网络股份有限公司"	"T000085863"	"QKW20202020081100038467"	"2020"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"QKW20202020081100051370"	"2020"
"浙江万里扬股份有限公司"	"T000027162"	"QKW20202020081100062245"	"2020"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKW20202020081100097327"	"2020"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKW20202020081100097393"	"2020"
"太极计算机股份有限公司"	"T000026778"	"QKW20202020081100109940"	"2020"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKW20202020081100139770"	"2020"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKW20202020081100139800"	"2020"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKW20202020081100139823"	"2020"
"天津中新科炬生物制药股份有限公司"	"00082973"	"QKW20202020081100172048"	"2020"
"安徽四创电子股份有限公司"	"03130709"	"QKW20202020081800022462"	"2020"
"新疆天富能源股份有限公司"	"03130087"	"QKW20202020081800022753"	"2020"
"中航飞机股份有限公司"	"01000768"	"QKW20202020081800054765"	"2020"
"浪潮电子信息产业股份有限公司"	"01000977"	"QKW20202020090800036618"	"2020"
"太极计算机股份有限公司"	"T000026778"	"QKW20202020090800056408"	"2020"
"武汉海特生物制药股份有限公司"	"00216154"	"QKW20202020091500021909"	"2020"
"中节能环保装备股份有限公司"	"T000028971"	"QKW20202020091500023465"	"2020"
"太极计算机股份有限公司"	"T000026778"	"QKW20202020101300089289"	"2020"
"天津中新科炬生物制药股份有限公司"	"00082973"	"QKW20202020102000001339"	"2020"
"广州杰赛科技股份有限公司"	"T000026694"	"QKW20202020102000069488"	"2020"
"宁波润禾高新材料科技股份有限公司"	"T001601260"	"QKW20202020102700006558"	"2020"
"科大讯飞股份有限公司"	"03134688"	"QKW20202020111000012008"	"2020"
"南京科远智慧科技集团股份有限公司"	"T000026776"	"QKW20202020111700038592"	"2020"
"唐山港集团股份有限公司"	"T000027507"	"QKW20202020111700055694"	"2020"
