"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"
"东北制药集团股份有限公司"	"01000597"	"CN104341372B"	"20170104"
"东北制药集团股份有限公司"	"01000597"	"CN104356054A"	"20150218"
"东北制药集团股份有限公司"	"01000597"	"CN104356054B"	"20170419"
"中国西电电气股份有限公司"	"T000025764"	"CN104360129A"	"20150218"
"中国西电电气股份有限公司"	"T000025764"	"CN104361986A"	"20150218"
"中国西电电气股份有限公司"	"T000025764"	"CN104362565A"	"20150218"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN104374557A"	"20150225"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN104374557B"	"20170215"
"中国西电电气股份有限公司"	"T000025764"	"CN104375072A"	"20150225"
"中国西电电气股份有限公司"	"T000025764"	"CN104375072B"	"20170419"
"东软集团股份有限公司"	"02600718"	"CN104376054A"	"20150225"
"东软集团股份有限公司"	"02600718"	"CN104376054B"	"20171229"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104376920A"	"20150225"
"东软集团股份有限公司"	"02600718"	"CN104378232A"	"20150225"
"东软集团股份有限公司"	"02600718"	"CN104378232B"	"20180119"
"东软集团股份有限公司"	"02600718"	"CN104378420A"	"20150225"
"东软集团股份有限公司"	"02600718"	"CN104378420B"	"20171229"
"金堆城钼业股份有限公司"	"03134603"	"CN104388681A"	"20150304"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104391800A"	"20150304"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104391800B"	"20170915"
"东软集团股份有限公司"	"02600718"	"CN104408756A"	"20150311"
"东软集团股份有限公司"	"02600718"	"CN104408756B"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN104409270A"	"20150311"
"中国西电电气股份有限公司"	"T000025764"	"CN104409270B"	"20160511"
"东软集团股份有限公司"	"02600718"	"CN104411141A"	"20150311"
"东软集团股份有限公司"	"02600718"	"CN104411141B"	"20180403"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104431372A"	"20150325"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN104431372B"	"20170721"
"西安阿房宫药业股份有限公司"	"T000238266"	"CN104435970A"	"20150325"
"西安阿房宫药业股份有限公司"	"T000238266"	"CN104435970B"	"20180302"
"金堆城钼业股份有限公司"	"03134603"	"CN104439236A"	"20150325"
"金堆城钼业股份有限公司"	"03134603"	"CN104439236B"	"20160817"
"金堆城钼业股份有限公司"	"03134603"	"CN104439239A"	"20150325"
"金堆城钼业股份有限公司"	"03134603"	"CN104439239B"	"20170503"
"金堆城钼业股份有限公司"	"03134603"	"CN104439266A"	"20150325"
"金堆城钼业股份有限公司"	"03134603"	"CN104439266B"	"20160706"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440060A"	"20150325"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440911A"	"20150325"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440923A"	"20150325"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104440923B"	"20160106"
"金堆城钼业股份有限公司"	"03134603"	"CN104445410A"	"20150325"
"金堆城钼业股份有限公司"	"03134603"	"CN104445411A"	"20150325"
"金堆城钼业股份有限公司"	"03134603"	"CN104445411B"	"20160420"
"金堆城钼业股份有限公司"	"03134603"	"CN104451512A"	"20150325"
"金堆城钼业股份有限公司"	"03134603"	"CN104457241A"	"20150325"
"金堆城钼业股份有限公司"	"03134603"	"CN104457241B"	"20160316"
"中国西电电气股份有限公司"	"T000025764"	"CN104457493A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104457923A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104458151A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104458640A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104458917A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104459262A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104459417A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104459417B"	"20180529"
"中国西电电气股份有限公司"	"T000025764"	"CN104459499A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104459499B"	"20180831"
"中国西电电气股份有限公司"	"T000025764"	"CN104459501A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104459543A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104459543B"	"20180223"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104460478A"	"20150325"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104460505A"	"20150325"
"东软集团股份有限公司"	"02600718"	"CN104461052A"	"20150325"
"东软集团股份有限公司"	"02600718"	"CN104461052B"	"20180529"
"东软集团股份有限公司"	"02600718"	"CN104461632A"	"20150325"
"东软集团股份有限公司"	"02600718"	"CN104461632B"	"20170616"
"东软集团股份有限公司"	"02600718"	"CN104463012A"	"20150325"
"东软集团股份有限公司"	"02600718"	"CN104463815A"	"20150325"
"东软集团股份有限公司"	"02600718"	"CN104463815B"	"20170829"
"中国西电电气股份有限公司"	"T000025764"	"CN104465163A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104465163B"	"20170329"
"中国西电电气股份有限公司"	"T000025764"	"CN104465193A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104465193B"	"20161116"
"中国西电电气股份有限公司"	"T000025764"	"CN104465198A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104465198B"	"20161207"
"中国西电电气股份有限公司"	"T000025764"	"CN104465203A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104465203B"	"20161207"
"中国西电电气股份有限公司"	"T000025764"	"CN104465213A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104465213B"	"20160914"
"中国西电电气股份有限公司"	"T000025764"	"CN104467105A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104467105B"	"20161130"
"中国西电电气股份有限公司"	"T000025764"	"CN104467382A"	"20150325"
"中国西电电气股份有限公司"	"T000025764"	"CN104467382B"	"20171031"
"东软集团股份有限公司"	"02600718"	"CN104468412A"	"20150325"
"东软集团股份有限公司"	"02600718"	"CN104468412B"	"20171031"
"西安阿房宫药业股份有限公司"	"T000238266"	"CN104474314A"	"20150401"
"金堆城钼业股份有限公司"	"03134603"	"CN104475262A"	"20150401"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104476305A"	"20150401"
"金堆城钼业股份有限公司"	"03134603"	"CN104477996A"	"20150401"
"金堆城钼业股份有限公司"	"03134603"	"CN104477996B"	"20160316"
"金堆城钼业股份有限公司"	"03134603"	"CN104483281A"	"20150401"
"东软集团股份有限公司"	"02600718"	"CN104484194A"	"20150401"
"东软集团股份有限公司"	"02600718"	"CN104484199A"	"20150401"
"东软集团股份有限公司"	"02600718"	"CN104484199B"	"20180529"
"中国西电电气股份有限公司"	"T000025764"	"CN104485210A"	"20150401"
"中国西电电气股份有限公司"	"T000025764"	"CN104485210B"	"20160622"
"东软集团股份有限公司"	"02600718"	"CN104486292A"	"20150401"
"东软集团股份有限公司"	"02600718"	"CN104486292B"	"20180123"
"中节能环保装备股份有限公司"	"T000028971"	"CN104493279B"	"20170606"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104498770A"	"20150408"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104498770B"	"20170405"
"中国西电电气股份有限公司"	"T000025764"	"CN104502769A"	"20150408"
"中国西电电气股份有限公司"	"T000025764"	"CN104502769B"	"20170616"
"中国西电电气股份有限公司"	"T000025764"	"CN104502819A"	"20150408"
"中国西电电气股份有限公司"	"T000025764"	"CN104502819B"	"20170419"
"中国西电电气股份有限公司"	"T000025764"	"CN104502838A"	"20150408"
"中国西电电气股份有限公司"	"T000025764"	"CN104502838B"	"20170711"
"中国西电电气股份有限公司"	"T000025764"	"CN104505279A"	"20150408"
"西安宝德自动化股份有限公司"	"T000025742"	"CN104505950A"	"20150408"
"东软集团股份有限公司"	"02600718"	"CN104506416A"	"20150408"
"东软集团股份有限公司"	"02600718"	"CN104506416B"	"20171128"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510551A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510551B"	"20160817"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510552A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510552B"	"20170118"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104510553A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511436A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511436B"	"20170104"
"金堆城钼业股份有限公司"	"03134603"	"CN104511591A"	"20150415"
"金堆城钼业股份有限公司"	"03134603"	"CN104511591B"	"20170118"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511642A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511642B"	"20160831"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511855A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511855B"	"20160622"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511896A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511896B"	"20160210"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511898A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511903A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511905A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511906A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511906B"	"20151118"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511907A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511907B"	"20170412"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511908A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511908B"	"20160511"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104511909A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512434A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512489A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512491A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512492A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512716A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512716B"	"20170125"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512732A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104512834A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104514580A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104514580B"	"20160907"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104515502A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516268A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516314A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516320A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516321A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516321B"	"20170222"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516333A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104516351A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104517276A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104517297A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104517879A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104518710A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104518720A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104519707A"	"20150415"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN104519707B"	"20170104"
"华测检测认证集团股份有限公司"	"T000025744"	"CN104525279B"	"20160622"
"金堆城钼业股份有限公司"	"03134603"	"CN104525948A"	"20150422"
"金堆城钼业股份有限公司"	"03134603"	"CN104525948B"	"20170315"
"中国西电电气股份有限公司"	"T000025764"	"CN104530716A"	"20150422"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104532057A"	"20150422"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104532057B"	"20170104"
"金堆城钼业股份有限公司"	"03134603"	"CN104532201A"	"20150422"
"金堆城钼业股份有限公司"	"03134603"	"CN104532201B"	"20170315"
"中国西电电气股份有限公司"	"T000025764"	"CN104535923A"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN104535923B"	"20171031"
"中国西电电气股份有限公司"	"T000025764"	"CN104538222A"	"20150422"
"中国西电电气股份有限公司"	"T000025764"	"CN104538222B"	"20160928"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104538543A"	"20150422"
"西部超导材料科技股份有限公司"	"T000027183"	"CN104538543B"	"20170620"
"中国西电电气股份有限公司"	"T000025764"	"CN104539427A"	"20150422"
"金堆城钼业股份有限公司"	"03134603"	"CN104550979A"	"20150429"
"金堆城钼业股份有限公司"	"03134603"	"CN104550979B"	"20161207"
"中国西电电气股份有限公司"	"T000025764"	"CN104553001A"	"20150429"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN104557976A"	"20150429"
"中国西电电气股份有限公司"	"T000025764"	"CN104569583A"	"20150429"
"中国西电电气股份有限公司"	"T000025764"	"CN104569667A"	"20150429"
"中国西电电气股份有限公司"	"T000025764"	"CN104569754A"	"20150429"
"中国西电电气股份有限公司"	"T000025764"	"CN104569801A"	"20150429"
"东软集团股份有限公司"	"02600718"	"CN104572603A"	"20150429"
"东软集团股份有限公司"	"02600718"	"CN104572603B"	"20180427"
"东软集团股份有限公司"	"02600718"	"CN104572883A"	"20150429"
"东软集团股份有限公司"	"02600718"	"CN104572883B"	"20190125"
"东软集团股份有限公司"	"02600718"	"CN104572982A"	"20150429"
"东软集团股份有限公司"	"02600718"	"CN104572982B"	"20171031"
"东软集团股份有限公司"	"02600718"	"CN104576128A"	"20150429"
"东软集团股份有限公司"	"02600718"	"CN104576128B"	"20170825"
"东软集团股份有限公司"	"02600718"	"CN104579958A"	"20150429"
"东软集团股份有限公司"	"02600718"	"CN104579958B"	"20180713"
"东软集团股份有限公司"	"02600718"	"CN104580017A"	"20150429"
"东软集团股份有限公司"	"02600718"	"CN104580017B"	"20180406"
"中国西电电气股份有限公司"	"T000025764"	"CN104589201A"	"20150506"
"中国西电电气股份有限公司"	"T000025764"	"CN104589201B"	"20170222"
"聚光科技(杭州)股份有限公司"	"T000034390"	"CN104596805A"	"20150506"
"聚光科技(杭州)股份有限公司"	"T000034390"	"CN104596805B"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN104597934A"	"20150506"
"中国西电电气股份有限公司"	"T000025764"	"CN104597934B"	"20160824"
"东软集团股份有限公司"	"02600718"	"CN104598841A"	"20150506"
"东软集团股份有限公司"	"02600718"	"CN104598841B"	"20171128"
"中国西电电气股份有限公司"	"T000025764"	"CN104599799A"	"20150506"
