"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"
"东软集团股份有限公司"	"02600718"	"CN106772107A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106772238A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106773887A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106773983A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106773983B"	"20191129"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106774080A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106774294A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106774295A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106774295B"	"20200121"
"东软集团股份有限公司"	"02600718"	"CN106774768A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106775552A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106775552B"	"20200211"
"东软集团股份有限公司"	"02600718"	"CN106775749A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106775749B"	"20191105"
"东软集团股份有限公司"	"02600718"	"CN106775871A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776027A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776033A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776156A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776226A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776401A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776401B"	"20191115"
"东软集团股份有限公司"	"02600718"	"CN106776503A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776526A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776559A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776566A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776566B"	"20191224"
"东软集团股份有限公司"	"02600718"	"CN106776701A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776754A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776965A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106776965B"	"20191126"
"东软集团股份有限公司"	"02600718"	"CN106777085A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106777086A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106777164A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106777230A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106777230B"	"20200107"
"中国西电电气股份有限公司"	"T000025764"	"CN106777577A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106777907A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106777951A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106777995A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778241A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778321A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778401A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106778445A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106778452A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778470A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778482A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778636A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778652A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778785A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106778785B"	"20190917"
"东软集团股份有限公司"	"02600718"	"CN106778864A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106780024A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106780254A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106780472A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106781436A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106781454A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106781454B"	"20190719"
"东软集团股份有限公司"	"02600718"	"CN106781521A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106781692A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106782960A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106783092A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106783092B"	"20180629"
"中国西电电气股份有限公司"	"T000025764"	"CN106783167A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106783167B"	"20181116"
"中国西电电气股份有限公司"	"T000025764"	"CN106783303A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106783303B"	"20180914"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106783712A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106783712B"	"20190702"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106784292A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106785481A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106786910A"	"20170531"
"中国西电电气股份有限公司"	"T000025764"	"CN106786910B"	"20191227"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106787035A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789152A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789415A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789588A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789588B"	"20191022"
"东软集团股份有限公司"	"02600718"	"CN106789617A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789666A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789723A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789723B"	"20191206"
"东软集团股份有限公司"	"02600718"	"CN106789871A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106789895A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790108A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790108B"	"20191206"
"东软集团股份有限公司"	"02600718"	"CN106790109A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790109B"	"20200124"
"东软集团股份有限公司"	"02600718"	"CN106790172A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790269A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790366A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790441A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790441B"	"20200114"
"东软集团股份有限公司"	"02600718"	"CN106790462A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790462B"	"20191206"
"东软集团股份有限公司"	"02600718"	"CN106790487A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790603A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790925A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106790952A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106791469A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106792131A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106792131B"	"20190802"
"东软集团股份有限公司"	"02600718"	"CN106792528A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106792528B"	"20191108"
"东软集团股份有限公司"	"02600718"	"CN106792621A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106792666A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106792697A"	"20170531"
"东软集团股份有限公司"	"02600718"	"CN106792810A"	"20170531"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106802215A"	"20170606"
"东软集团股份有限公司"	"02600718"	"CN106802933A"	"20170606"
"东软集团股份有限公司"	"02600718"	"CN106802940A"	"20170606"
"东软集团股份有限公司"	"02600718"	"CN106802940B"	"20190607"
"东软集团股份有限公司"	"02600718"	"CN106803099A"	"20170606"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN106803261A"	"20170606"
"东软集团股份有限公司"	"02600718"	"CN106815147A"	"20170609"
"东软集团股份有限公司"	"02600718"	"CN106815147B"	"20191011"
"东软集团股份有限公司"	"02600718"	"CN106815214A"	"20170609"
"东软集团股份有限公司"	"02600718"	"CN106815214B"	"20191122"
"东软集团股份有限公司"	"02600718"	"CN106815312A"	"20170609"
"东软集团股份有限公司"	"02600718"	"CN106815322A"	"20170609"
"东软集团股份有限公司"	"02600718"	"CN106815520A"	"20170609"
"东软集团股份有限公司"	"02600718"	"CN106815639A"	"20170609"
"东软集团股份有限公司"	"02600718"	"CN106817250A"	"20170609"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN106819471A"	"20170613"
"东北制药集团股份有限公司"	"01000597"	"CN106822155A"	"20170613"
"东北制药集团股份有限公司"	"01000597"	"CN106822155B"	"20191011"
"东软集团股份有限公司"	"02600718"	"CN106843909A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106843984A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106844036A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106844212A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106844557A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106844772A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106844872A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106844872B"	"20200214"
"东软集团股份有限公司"	"02600718"	"CN106846299A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106846908A"	"20170613"
"奥维通信股份有限公司"	"03134689"	"CN106848563A"	"20170613"
"东软集团股份有限公司"	"02600718"	"CN106851004A"	"20170613"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854725A"	"20170616"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854725B"	"20190319"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854742A"	"20170616"
"西部超导材料科技股份有限公司"	"T000027183"	"CN106854742B"	"20181106"
"西安标准工业股份有限公司"	"02600302"	"CN106855899A"	"20170616"
"东软集团股份有限公司"	"02600718"	"CN106856450A"	"20170616"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN106858132A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106861982A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106861982B"	"20190222"
"东软集团股份有限公司"	"02600718"	"CN106874447A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106874447B"	"20190827"
"东软集团股份有限公司"	"02600718"	"CN106874811A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106874840A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106874840B"	"20191022"
"东软集团股份有限公司"	"02600718"	"CN106874845A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106874931A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106875037A"	"20170620"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106875623A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106875679A"	"20170620"
"东软集团股份有限公司"	"02600718"	"CN106878562A"	"20170620"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106888249A"	"20170623"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890493A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890613A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890685A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106890686A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892796A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892805A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892824A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892847A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892865A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892872A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892880A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892908A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106892925A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106894269A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106895676A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896037A"	"20170627"
"东软集团股份有限公司"	"02600718"	"CN106896329A"	"20170627"
"东软集团股份有限公司"	"02600718"	"CN106896329B"	"20200107"
"东软集团股份有限公司"	"02600718"	"CN106896330A"	"20170627"
"东软集团股份有限公司"	"02600718"	"CN106896330B"	"20190517"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896485A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896572A"	"20170627"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN106896785A"	"20170627"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106897694A"	"20170627"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106897731A"	"20170627"
"东软集团股份有限公司"	"02600718"	"CN106899604A"	"20170627"
"东软集团股份有限公司"	"02600718"	"CN106899605A"	"20170627"
"东软集团股份有限公司"	"02600718"	"CN106909391A"	"20170630"
"西安天和防务技术股份有限公司"	"T000058570"	"CN106910190A"	"20170630"
"东软集团股份有限公司"	"02600718"	"CN106911569A"	"20170630"
"东软集团股份有限公司"	"02600718"	"CN106911569B"	"20191008"
"金堆城钼业股份有限公司"	"03134603"	"CN106914498A"	"20170704"
"金堆城钼业股份有限公司"	"03134603"	"CN106914498B"	"20181214"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN106914626B"	"20200221"
"东软集团股份有限公司"	"02600718"	"CN106919681A"	"20170704"
"东软集团股份有限公司"	"02600718"	"CN106921802A"	"20170704"
"东软集团股份有限公司"	"02600718"	"CN106933446A"	"20170707"
"东软集团股份有限公司"	"02600718"	"CN106933591A"	"20170707"
"东软集团股份有限公司"	"02600718"	"CN106933741A"	"20170707"
"东软集团股份有限公司"	"02600718"	"CN106934318A"	"20170707"
"东软集团股份有限公司"	"02600718"	"CN106934958A"	"20170707"
"东软集团股份有限公司"	"02600718"	"CN106941579A"	"20170711"
"东软集团股份有限公司"	"02600718"	"CN106941579B"	"20190315"
"东软集团股份有限公司"	"02600718"	"CN106941672A"	"20170711"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN106945288B"	"20190514"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN106949269A"	"20170714"
"东软集团股份有限公司"	"02600718"	"CN106951236A"	"20170714"
"东软集团股份有限公司"	"02600718"	"CN106951306A"	"20170714"
"东软集团股份有限公司"	"02600718"	"CN106951306B"	"20200103"
"东软集团股份有限公司"	"02600718"	"CN106951405A"	"20170714"
"东软集团股份有限公司"	"02600718"	"CN106951531A"	"20170714"
"荣科科技股份有限公司"	"T000055759"	"CN106951719A"	"20170714"
"东软集团股份有限公司"	"02600718"	"CN106952111A"	"20170714"
"中国西电电气股份有限公司"	"T000025764"	"CN106952754A"	"20170714"
"中国西电电气股份有限公司"	"T000025764"	"CN106952754B"	"20190528"
"东软集团股份有限公司"	"02600718"	"CN106963386A"	"20170721"
"东软集团股份有限公司"	"02600718"	"CN106963386B"	"20191206"
"东软集团股份有限公司"	"02600718"	"CN106971624A"	"20170721"
"东软集团股份有限公司"	"02600718"	"CN106980089A"	"20170725"
"东软集团股份有限公司"	"02600718"	"CN106980089B"	"20191011"
"东软集团股份有限公司"	"02600718"	"CN106991436A"	"20170728"
"西安蓝晓科技新材料股份有限公司"	"T000061157"	"CN107002168B"	"20190122"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107012416A"	"20170804"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107012416B"	"20190319"
"沈阳机床股份有限公司"	"01000410"	"CN107024908A"	"20170808"
"沈阳机床股份有限公司"	"01000410"	"CN107024908B"	"20190430"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035840A"	"20170811"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035841A"	"20170811"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035842A"	"20170811"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035842B"	"20200221"
"陕西航天动力高科技股份有限公司"	"03130369"	"CN107035843A"	"20170811"
"东软集团股份有限公司"	"02600718"	"CN107038057A"	"20170811"
"荣科科技股份有限公司"	"T000055759"	"CN107038343A"	"20170811"
"东软集团股份有限公司"	"02600718"	"CN107045616A"	"20170815"
"东软集团股份有限公司"	"02600718"	"CN107046474A"	"20170815"
"东软集团股份有限公司"	"02600718"	"CN107046474B"	"20191213"
"金堆城钼业股份有限公司"	"03134603"	"CN107055616A"	"20170818"
"金堆城钼业股份有限公司"	"03134603"	"CN107055616B"	"20181218"
"中国西电电气股份有限公司"	"T000025764"	"CN107061743A"	"20170818"
"东软集团股份有限公司"	"02600718"	"CN107066237A"	"20170818"
"东软集团股份有限公司"	"02600718"	"CN107066560A"	"20170818"
"东软集团股份有限公司"	"02600718"	"CN107066560B"	"20191206"
"东软集团股份有限公司"	"02600718"	"CN107066787A"	"20170818"
"东软集团股份有限公司"	"02600718"	"CN107066787B"	"20181123"
"西安天和防务技术股份有限公司"	"T000058570"	"CN107066922A"	"20170818"
"东软集团股份有限公司"	"02600718"	"CN107067032A"	"20170818"
"东软集团股份有限公司"	"02600718"	"CN107070852A"	"20170818"
"东软集团股份有限公司"	"02600718"	"CN107085532A"	"20170822"
"东软集团股份有限公司"	"02600718"	"CN107085532B"	"20191213"
"中国西电电气股份有限公司"	"T000025764"	"CN107086148A"	"20170822"
"中国西电电气股份有限公司"	"T000025764"	"CN107086148B"	"20190802"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN107086536B"	"20190305"
"东软集团股份有限公司"	"02600718"	"CN107105499A"	"20170829"
"西安标准工业股份有限公司"	"02600302"	"CN107119394A"	"20170901"
"中国西电电气股份有限公司"	"T000025764"	"CN107121583A"	"20170901"
"东软集团股份有限公司"	"02600718"	"CN107122461A"	"20170901"
"东软集团股份有限公司"	"02600718"	"CN107122461B"	"20190813"
"东软集团股份有限公司"	"02600718"	"CN107124407A"	"20170901"
"东软集团股份有限公司"	"02600718"	"CN107124407B"	"20190913"
"东软集团股份有限公司"	"02600718"	"CN107133309A"	"20170905"
"东软集团股份有限公司"	"02600718"	"CN107133741A"	"20170905"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107138523A"	"20170908"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107138523B"	"20190702"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107140431A"	"20170908"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107140431B"	"20181207"
"东软集团股份有限公司"	"02600718"	"CN107145529A"	"20170908"
"陕西合成药业股份有限公司"	"T000122186"	"CN107151257A"	"20170912"
"西安派瑞功率半导体变流技术股份有限公司"	"T004326876"	"CN107153129A"	"20170912"
"中国西电电气股份有限公司"	"T000025764"	"CN107154318A"	"20170912"
"中国西电电气股份有限公司"	"T000025764"	"CN107154318B"	"20190906"
"中国西电电气股份有限公司"	"T000025764"	"CN107167715A"	"20170915"
"中国西电电气股份有限公司"	"T000025764"	"CN107167715B"	"20190927"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107170526A"	"20170915"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107177753A"	"20170919"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107177753B"	"20190115"
"东软集团股份有限公司"	"02600718"	"CN107180117A"	"20170919"
"东软集团股份有限公司"	"02600718"	"CN107180288A"	"20170919"
"中国西电电气股份有限公司"	"T000025764"	"CN107180726A"	"20170919"
"中国西电电气股份有限公司"	"T000025764"	"CN107180726B"	"20181221"
"西安派瑞功率半导体变流技术股份有限公司"	"T004326876"	"CN107180866A"	"20170919"
"沈阳芯源微电子设备股份有限公司"	"T002924894"	"CN107192499B"	"20190604"
"中国西电电气股份有限公司"	"T000025764"	"CN107192945A"	"20170922"
"东软集团股份有限公司"	"02600718"	"CN107193892A"	"20170922"
"东软集团股份有限公司"	"02600718"	"CN107193892B"	"20190813"
"中国西电电气股份有限公司"	"T000025764"	"CN107196419A"	"20170922"
"东软集团股份有限公司"	"02600718"	"CN107203806A"	"20170926"
"东软集团股份有限公司"	"02600718"	"CN107203806B"	"20200110"
"中国西电电气股份有限公司"	"T000025764"	"CN107204707A"	"20170926"
"中国西电电气股份有限公司"	"T000025764"	"CN107204707B"	"20191029"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107214207A"	"20170929"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107214474A"	"20170929"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107214474B"	"20190820"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107217221A"	"20170929"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107217221B"	"20181106"
"东软集团股份有限公司"	"02600718"	"CN107220283A"	"20170929"
"东软集团股份有限公司"	"02600718"	"CN107220283B"	"20191108"
"东软集团股份有限公司"	"02600718"	"CN107220287A"	"20170929"
"荣科科技股份有限公司"	"T000055759"	"CN107220346A"	"20170929"
"中国西电电气股份有限公司"	"T000025764"	"CN107222089A"	"20170929"
"东软集团股份有限公司"	"02600718"	"CN107222331A"	"20170929"
"东软集团股份有限公司"	"02600718"	"CN107222331B"	"20191206"
"东软集团股份有限公司"	"02600718"	"CN107222551A"	"20170929"
"东软集团股份有限公司"	"02600718"	"CN107229492A"	"20171003"
"东软集团股份有限公司"	"02600718"	"CN107229511A"	"20171003"
"东软集团股份有限公司"	"02600718"	"CN107229685A"	"20171003"
"中国西电电气股份有限公司"	"T000025764"	"CN107230562A"	"20171003"
"中国西电电气股份有限公司"	"T000025764"	"CN107230562B"	"20181204"
"沈阳芯源微电子设备股份有限公司"	"T002924894"	"CN107230657B"	"20190702"
"陕西合成药业股份有限公司"	"T000122186"	"CN107235911A"	"20171010"
"西安标准工业股份有限公司"	"02600302"	"CN107245814A"	"20171013"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107252997A"	"20171017"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107252997B"	"20190820"
"东软集团股份有限公司"	"02600718"	"CN107257346A"	"20171017"
"东软集团股份有限公司"	"02600718"	"CN107257346B"	"20200124"
"陕西合成药业股份有限公司"	"T000122186"	"CN107266497A"	"20171020"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107275001A"	"20171020"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107275001B"	"20190820"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107275002A"	"20171020"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107275002B"	"20190524"
"隆基绿能科技股份有限公司"	"T000027277"	"CN107276515A"	"20171020"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107282687A"	"20171024"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107282687B"	"20190524"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107282688A"	"20171024"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107282688B"	"20190524"
"西安铂力特增材技术股份有限公司"	"Q0012684FF"	"CN107282926A"	"20171024"
"中国西电电气股份有限公司"	"T000025764"	"CN107290608A"	"20171024"
"东软集团股份有限公司"	"02600718"	"CN107291950A"	"20171024"
"东软集团股份有限公司"	"02600718"	"CN107291950B"	"20200124"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107293373A"	"20171024"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107293373B"	"20190524"
"陕西合成药业股份有限公司"	"T000122186"	"CN107304215A"	"20171031"
"陕西合成药业股份有限公司"	"T000122186"	"CN107304216A"	"20171031"
"金堆城钼业股份有限公司"	"03134603"	"CN107309074A"	"20171103"
"金堆城钼业股份有限公司"	"03134603"	"CN107309074B"	"20190507"
"东软集团股份有限公司"	"02600718"	"CN107315671A"	"20171103"
"中国西电电气股份有限公司"	"T000025764"	"CN107316848A"	"20171103"
"中国西电电气股份有限公司"	"T000025764"	"CN107316848B"	"20190423"
"中国西电电气股份有限公司"	"T000025764"	"CN107317472A"	"20171103"
"沈阳机床股份有限公司"	"01000410"	"CN107322545A"	"20171107"
"陕西合成药业股份有限公司"	"T000122186"	"CN107325011A"	"20171107"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107326313A"	"20171107"
"中国西电电气股份有限公司"	"T000025764"	"CN107328663A"	"20171107"
"中国西电电气股份有限公司"	"T000025764"	"CN107328663B"	"20200207"
"中国西电电气股份有限公司"	"T000025764"	"CN107329068A"	"20171107"
"中国西电电气股份有限公司"	"T000025764"	"CN107331478A"	"20171107"
"中国西电电气股份有限公司"	"T000025764"	"CN107331544A"	"20171107"
"中国西电电气股份有限公司"	"T000025764"	"CN107331544B"	"20190212"
"中国西电电气股份有限公司"	"T000025764"	"CN107332112A"	"20171107"
"中国西电电气股份有限公司"	"T000025764"	"CN107337985A"	"20171110"
"中国西电电气股份有限公司"	"T000025764"	"CN107337985B"	"20191224"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"CN107339567B"	"20190312"
"东软集团股份有限公司"	"02600718"	"CN107341005A"	"20171110"
"东软集团股份有限公司"	"02600718"	"CN107341388A"	"20171110"
"东软集团股份有限公司"	"02600718"	"CN107341647A"	"20171110"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107344642A"	"20171114"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107344642B"	"20190122"
"东软集团股份有限公司"	"02600718"	"CN107346277A"	"20171114"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107346683A"	"20171114"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107346683B"	"20190524"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN107352743A"	"20171117"
"西安标准工业股份有限公司"	"02600302"	"CN107354599A"	"20171117"
"西安标准工业股份有限公司"	"02600302"	"CN107354601A"	"20171117"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107355189A"	"20171117"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107359017A"	"20171117"
"中国西电电气股份有限公司"	"T000025764"	"CN107359044A"	"20171117"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107364726A"	"20171121"
"陕西合成药业股份有限公司"	"T000122186"	"CN107365272A"	"20171121"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN107365324A"	"20171121"
"西安瑞联新材料股份有限公司"	"T000275396"	"CN107365324B"	"20190510"
"东软集团股份有限公司"	"02600718"	"CN107368202A"	"20171121"
"东软集团股份有限公司"	"02600718"	"CN107369066A"	"20171121"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107378419A"	"20171124"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN107378419B"	"20190215"
"沈阳化工股份有限公司"	"01000698"	"CN107389046A"	"20171124"
"沈阳化工股份有限公司"	"01000698"	"CN107389488A"	"20171124"
"沈阳化工股份有限公司"	"01000698"	"CN107389488B"	"20190917"
"中国西电电气股份有限公司"	"T000025764"	"CN107390006A"	"20171124"
"中国西电电气股份有限公司"	"T000025764"	"CN107390006B"	"20190927"
"东软集团股份有限公司"	"02600718"	"CN107391295A"	"20171124"
"东软集团股份有限公司"	"02600718"	"CN107391744A"	"20171124"
"中国西电电气股份有限公司"	"T000025764"	"CN107391810A"	"20171124"
"西部超导材料科技股份有限公司"	"T000027183"	"CN107393653A"	"20171124"
"中国西电电气股份有限公司"	"T000025764"	"CN107394067A"	"20171124"
"中国西电电气股份有限公司"	"T000025764"	"CN107394282A"	"20171124"
"中国西电电气股份有限公司"	"T000025764"	"CN107394282B"	"20190823"
"中国西电电气股份有限公司"	"T000025764"	"CN107394283A"	"20171124"
